Production,Purchased,FeedIn,Consumption,SelfConsumption,Dates,Date,Time
0.0,222.0,0.0,222.0,0.0,2021-06-01 00:00:00,2021-06-01,0
0.0,142.0,0.0,142.0,0.0,2021-06-01 01:00:00,2021-06-01,1
0.0,148.0,0.0,148.0,0.0,2021-06-01 02:00:00,2021-06-01,2
0.0,159.0,0.0,159.0,0.0,2021-06-01 03:00:00,2021-06-01,3
0.0,123.0,0.0,123.0,0.0,2021-06-01 04:00:00,2021-06-01,4
0.0,156.0,0.0,156.0,0.0,2021-06-01 05:00:00,2021-06-01,5
114.0,82.0,6.0,190.0,108.0,2021-06-01 06:00:00,2021-06-01,6
314.0,93.0,124.0,283.0,190.0,2021-06-01 07:00:00,2021-06-01,7
1270.0,0.0,1060.0,210.0,210.0,2021-06-01 08:00:00,2021-06-01,8
2697.0,0.0,2428.0,269.0,269.0,2021-06-01 09:00:00,2021-06-01,9
4018.0,0.0,3625.0,393.0,393.0,2021-06-01 10:00:00,2021-06-01,10
4996.0,0.0,4611.0,385.0,385.0,2021-06-01 11:00:00,2021-06-01,11
5235.0,0.0,4820.0,415.0,415.0,2021-06-01 12:00:00,2021-06-01,12
5393.0,0.0,4245.0,1148.0,1148.0,2021-06-01 13:00:00,2021-06-01,13
5173.0,0.0,4830.0,343.0,343.0,2021-06-01 14:00:00,2021-06-01,14
5114.0,0.0,4706.0,408.0,408.0,2021-06-01 15:00:00,2021-06-01,15
4391.0,0.0,3968.0,423.0,423.0,2021-06-01 16:00:00,2021-06-01,16
3147.0,0.0,2840.0,307.0,307.0,2021-06-01 17:00:00,2021-06-01,17
1678.0,0.0,1447.0,231.0,231.0,2021-06-01 18:00:00,2021-06-01,18
482.0,13.0,241.0,254.0,241.0,2021-06-01 19:00:00,2021-06-01,19
76.0,252.0,2.0,326.0,74.0,2021-06-01 20:00:00,2021-06-01,20
0.0,337.0,0.0,337.0,0.0,2021-06-01 21:00:00,2021-06-01,21
0.0,318.0,0.0,318.0,0.0,2021-06-01 22:00:00,2021-06-01,22
0.0,249.0,0.0,249.0,0.0,2021-06-01 23:00:00,2021-06-01,23
0.0,227.0,0.0,227.0,0.0,2021-06-02 00:00:00,2021-06-02,0
0.0,166.0,0.0,166.0,0.0,2021-06-02 01:00:00,2021-06-02,1
0.0,141.0,0.0,141.0,0.0,2021-06-02 02:00:00,2021-06-02,2
0.0,145.0,0.0,145.0,0.0,2021-06-02 03:00:00,2021-06-02,3
0.0,172.0,0.0,172.0,0.0,2021-06-02 04:00:00,2021-06-02,4
1.0,164.0,0.0,165.0,1.0,2021-06-02 05:00:00,2021-06-02,5
112.0,202.0,8.0,306.0,104.0,2021-06-02 06:00:00,2021-06-02,6
305.0,969.0,0.0,1274.0,305.0,2021-06-02 07:00:00,2021-06-02,7
1255.0,78.0,921.0,412.0,334.0,2021-06-02 08:00:00,2021-06-02,8
2701.0,0.0,2392.0,309.0,309.0,2021-06-02 09:00:00,2021-06-02,9
3942.0,0.0,3599.0,343.0,343.0,2021-06-02 10:00:00,2021-06-02,10
4920.0,0.0,4462.0,458.0,458.0,2021-06-02 11:00:00,2021-06-02,11
5204.0,0.0,4815.0,389.0,389.0,2021-06-02 12:00:00,2021-06-02,12
5215.0,0.0,4794.0,421.0,421.0,2021-06-02 13:00:00,2021-06-02,13
5379.0,0.0,4319.0,1060.0,1060.0,2021-06-02 14:00:00,2021-06-02,14
4996.0,0.0,4587.0,409.0,409.0,2021-06-02 15:00:00,2021-06-02,15
4286.0,0.0,3895.0,391.0,391.0,2021-06-02 16:00:00,2021-06-02,16
3057.0,0.0,2757.0,300.0,300.0,2021-06-02 17:00:00,2021-06-02,17
1633.0,0.0,1423.0,210.0,210.0,2021-06-02 18:00:00,2021-06-02,18
458.0,13.0,271.0,200.0,187.0,2021-06-02 19:00:00,2021-06-02,19
79.0,186.0,0.0,265.0,79.0,2021-06-02 20:00:00,2021-06-02,20
0.0,329.0,0.0,329.0,0.0,2021-06-02 21:00:00,2021-06-02,21
0.0,270.0,0.0,270.0,0.0,2021-06-02 22:00:00,2021-06-02,22
0.0,289.0,0.0,289.0,0.0,2021-06-02 23:00:00,2021-06-02,23
0.0,198.0,0.0,198.0,0.0,2021-06-03 00:00:00,2021-06-03,0
0.0,146.0,0.0,146.0,0.0,2021-06-03 01:00:00,2021-06-03,1
0.0,146.0,0.0,146.0,0.0,2021-06-03 02:00:00,2021-06-03,2
0.0,140.0,0.0,140.0,0.0,2021-06-03 03:00:00,2021-06-03,3
0.0,145.0,0.0,145.0,0.0,2021-06-03 04:00:00,2021-06-03,4
0.0,172.0,0.0,172.0,0.0,2021-06-03 05:00:00,2021-06-03,5
150.0,24.0,53.0,121.0,97.0,2021-06-03 06:00:00,2021-06-03,6
486.0,1.0,328.0,159.0,158.0,2021-06-03 07:00:00,2021-06-03,7
1683.0,0.0,1425.0,258.0,258.0,2021-06-03 08:00:00,2021-06-03,8
1713.0,7.0,1364.0,356.0,349.0,2021-06-03 09:00:00,2021-06-03,9
2427.0,0.0,2057.0,370.0,370.0,2021-06-03 10:00:00,2021-06-03,10
4420.0,0.0,4131.0,289.0,289.0,2021-06-03 11:00:00,2021-06-03,11
5099.0,0.0,4833.0,266.0,266.0,2021-06-03 12:00:00,2021-06-03,12
2048.0,304.0,1576.0,776.0,472.0,2021-06-03 13:00:00,2021-06-03,13
1830.0,116.0,1509.0,437.0,321.0,2021-06-03 14:00:00,2021-06-03,14
4486.0,1.0,3579.0,908.0,907.0,2021-06-03 15:00:00,2021-06-03,15
3000.0,78.0,2276.0,802.0,724.0,2021-06-03 16:00:00,2021-06-03,16
2840.0,11.0,2383.0,468.0,457.0,2021-06-03 17:00:00,2021-06-03,17
841.0,0.0,595.0,246.0,246.0,2021-06-03 18:00:00,2021-06-03,18
426.0,4.0,160.0,270.0,266.0,2021-06-03 19:00:00,2021-06-03,19
65.0,205.0,1.0,269.0,64.0,2021-06-03 20:00:00,2021-06-03,20
0.0,370.0,0.0,370.0,0.0,2021-06-03 21:00:00,2021-06-03,21
0.0,313.0,0.0,313.0,0.0,2021-06-03 22:00:00,2021-06-03,22
0.0,313.0,0.0,313.0,0.0,2021-06-03 23:00:00,2021-06-03,23
0.0,299.0,0.0,299.0,0.0,2021-06-04 00:00:00,2021-06-04,0
0.0,163.0,0.0,163.0,0.0,2021-06-04 01:00:00,2021-06-04,1
0.0,154.0,0.0,154.0,0.0,2021-06-04 02:00:00,2021-06-04,2
0.0,216.0,0.0,216.0,0.0,2021-06-04 03:00:00,2021-06-04,3
0.0,131.0,0.0,131.0,0.0,2021-06-04 04:00:00,2021-06-04,4
5.0,158.0,0.0,163.0,5.0,2021-06-04 05:00:00,2021-06-04,5
216.0,14.0,77.0,153.0,139.0,2021-06-04 06:00:00,2021-06-04,6
330.0,74.0,159.0,245.0,171.0,2021-06-04 07:00:00,2021-06-04,7
818.0,37.0,647.0,208.0,171.0,2021-06-04 08:00:00,2021-06-04,8
1132.0,43.0,836.0,339.0,296.0,2021-06-04 09:00:00,2021-06-04,9
2016.0,1.0,1744.0,273.0,272.0,2021-06-04 10:00:00,2021-06-04,10
4781.0,0.0,3998.0,783.0,783.0,2021-06-04 11:00:00,2021-06-04,11
5243.0,0.0,4752.0,491.0,491.0,2021-06-04 12:00:00,2021-06-04,12
3548.0,0.0,3146.0,402.0,402.0,2021-06-04 13:00:00,2021-06-04,13
336.0,476.0,39.0,773.0,297.0,2021-06-04 14:00:00,2021-06-04,14
456.0,76.0,142.0,390.0,314.0,2021-06-04 15:00:00,2021-06-04,15
658.0,42.0,404.0,296.0,254.0,2021-06-04 16:00:00,2021-06-04,16
790.0,14.0,526.0,278.0,264.0,2021-06-04 17:00:00,2021-06-04,17
1069.0,1.0,788.0,282.0,281.0,2021-06-04 18:00:00,2021-06-04,18
677.0,228.0,370.0,535.0,307.0,2021-06-04 19:00:00,2021-06-04,19
101.0,363.0,0.0,464.0,101.0,2021-06-04 20:00:00,2021-06-04,20
0.0,241.0,0.0,241.0,0.0,2021-06-04 21:00:00,2021-06-04,21
0.0,649.0,0.0,649.0,0.0,2021-06-04 22:00:00,2021-06-04,22
0.0,301.0,0.0,301.0,0.0,2021-06-04 23:00:00,2021-06-04,23
0.0,179.0,0.0,179.0,0.0,2021-06-05 00:00:00,2021-06-05,0
0.0,149.0,0.0,149.0,0.0,2021-06-05 01:00:00,2021-06-05,1
0.0,141.0,0.0,141.0,0.0,2021-06-05 02:00:00,2021-06-05,2
0.0,188.0,0.0,188.0,0.0,2021-06-05 03:00:00,2021-06-05,3
0.0,122.0,0.0,122.0,0.0,2021-06-05 04:00:00,2021-06-05,4
77.0,80.0,21.0,136.0,56.0,2021-06-05 05:00:00,2021-06-05,5
79.0,70.0,2.0,147.0,77.0,2021-06-05 06:00:00,2021-06-05,6
417.0,1.0,272.0,146.0,145.0,2021-06-05 07:00:00,2021-06-05,7
1441.0,6.0,1135.0,312.0,306.0,2021-06-05 08:00:00,2021-06-05,8
2230.0,0.0,1979.0,251.0,251.0,2021-06-05 09:00:00,2021-06-05,9
1847.0,2.0,1482.0,367.0,365.0,2021-06-05 10:00:00,2021-06-05,10
1633.0,0.0,1346.0,287.0,287.0,2021-06-05 11:00:00,2021-06-05,11
2389.0,0.0,2090.0,299.0,299.0,2021-06-05 12:00:00,2021-06-05,12
1811.0,151.0,974.0,988.0,837.0,2021-06-05 13:00:00,2021-06-05,13
4006.0,0.0,3648.0,358.0,358.0,2021-06-05 14:00:00,2021-06-05,14
2198.0,76.0,1653.0,621.0,545.0,2021-06-05 15:00:00,2021-06-05,15
445.0,451.0,75.0,821.0,370.0,2021-06-05 16:00:00,2021-06-05,16
373.0,111.0,110.0,374.0,263.0,2021-06-05 17:00:00,2021-06-05,17
409.0,17.0,111.0,315.0,298.0,2021-06-05 18:00:00,2021-06-05,18
521.0,20.0,191.0,350.0,330.0,2021-06-05 19:00:00,2021-06-05,19
156.0,243.0,0.0,399.0,156.0,2021-06-05 20:00:00,2021-06-05,20
0.0,263.0,0.0,263.0,0.0,2021-06-05 21:00:00,2021-06-05,21
0.0,260.0,0.0,260.0,0.0,2021-06-05 22:00:00,2021-06-05,22
0.0,268.0,0.0,268.0,0.0,2021-06-05 23:00:00,2021-06-05,23
0.0,315.0,0.0,315.0,0.0,2021-06-06 00:00:00,2021-06-06,0
0.0,151.0,0.0,151.0,0.0,2021-06-06 01:00:00,2021-06-06,1
0.0,147.0,0.0,147.0,0.0,2021-06-06 02:00:00,2021-06-06,2
0.0,148.0,0.0,148.0,0.0,2021-06-06 03:00:00,2021-06-06,3
0.0,139.0,0.0,139.0,0.0,2021-06-06 04:00:00,2021-06-06,4
0.0,174.0,0.0,174.0,0.0,2021-06-06 05:00:00,2021-06-06,5
31.0,98.0,0.0,129.0,31.0,2021-06-06 06:00:00,2021-06-06,6
114.0,39.0,22.0,131.0,92.0,2021-06-06 07:00:00,2021-06-06,7
156.0,160.0,19.0,297.0,137.0,2021-06-06 08:00:00,2021-06-06,8
179.0,118.0,31.0,266.0,148.0,2021-06-06 09:00:00,2021-06-06,9
293.0,102.0,68.0,327.0,225.0,2021-06-06 10:00:00,2021-06-06,10
552.0,8.0,306.0,254.0,246.0,2021-06-06 11:00:00,2021-06-06,11
556.0,50.0,192.0,414.0,364.0,2021-06-06 12:00:00,2021-06-06,12
668.0,1037.0,231.0,1474.0,437.0,2021-06-06 13:00:00,2021-06-06,13
954.0,51.0,603.0,402.0,351.0,2021-06-06 14:00:00,2021-06-06,14
762.0,9.0,481.0,290.0,281.0,2021-06-06 15:00:00,2021-06-06,15
424.0,113.0,214.0,323.0,210.0,2021-06-06 16:00:00,2021-06-06,16
295.0,39.0,72.0,262.0,223.0,2021-06-06 17:00:00,2021-06-06,17
545.0,1.0,338.0,208.0,207.0,2021-06-06 18:00:00,2021-06-06,18
161.0,85.0,10.0,236.0,151.0,2021-06-06 19:00:00,2021-06-06,19
50.0,390.0,0.0,440.0,50.0,2021-06-06 20:00:00,2021-06-06,20
0.0,559.0,0.0,559.0,0.0,2021-06-06 21:00:00,2021-06-06,21
0.0,499.0,0.0,499.0,0.0,2021-06-06 22:00:00,2021-06-06,22
0.0,357.0,0.0,357.0,0.0,2021-06-06 23:00:00,2021-06-06,23
0.0,229.0,0.0,229.0,0.0,2021-06-07 00:00:00,2021-06-07,0
0.0,147.0,0.0,147.0,0.0,2021-06-07 01:00:00,2021-06-07,1
0.0,136.0,0.0,136.0,0.0,2021-06-07 02:00:00,2021-06-07,2
0.0,174.0,0.0,174.0,0.0,2021-06-07 03:00:00,2021-06-07,3
0.0,129.0,0.0,129.0,0.0,2021-06-07 04:00:00,2021-06-07,4
0.0,167.0,0.0,167.0,0.0,2021-06-07 05:00:00,2021-06-07,5
1.0,156.0,0.0,157.0,1.0,2021-06-07 06:00:00,2021-06-07,6
152.0,157.0,18.0,291.0,134.0,2021-06-07 07:00:00,2021-06-07,7
189.0,615.0,3.0,801.0,186.0,2021-06-07 08:00:00,2021-06-07,8
483.0,347.0,90.0,740.0,393.0,2021-06-07 09:00:00,2021-06-07,9
775.0,1.0,503.0,273.0,272.0,2021-06-07 10:00:00,2021-06-07,10
821.0,10.0,561.0,270.0,260.0,2021-06-07 11:00:00,2021-06-07,11
1036.0,31.0,742.0,325.0,294.0,2021-06-07 12:00:00,2021-06-07,12
1217.0,137.0,882.0,472.0,335.0,2021-06-07 13:00:00,2021-06-07,13
1079.0,61.0,799.0,341.0,280.0,2021-06-07 14:00:00,2021-06-07,14
1264.0,2.0,1008.0,258.0,256.0,2021-06-07 15:00:00,2021-06-07,15
1843.0,0.0,1595.0,248.0,248.0,2021-06-07 16:00:00,2021-06-07,16
989.0,70.0,701.0,358.0,288.0,2021-06-07 17:00:00,2021-06-07,17
1114.0,34.0,730.0,418.0,384.0,2021-06-07 18:00:00,2021-06-07,18
395.0,69.0,147.0,317.0,248.0,2021-06-07 19:00:00,2021-06-07,19
14.0,298.0,0.0,312.0,14.0,2021-06-07 20:00:00,2021-06-07,20
0.0,242.0,0.0,242.0,0.0,2021-06-07 21:00:00,2021-06-07,21
0.0,282.0,0.0,282.0,0.0,2021-06-07 22:00:00,2021-06-07,22
0.0,337.0,0.0,337.0,0.0,2021-06-07 23:00:00,2021-06-07,23
0.0,192.0,0.0,192.0,0.0,2021-06-08 00:00:00,2021-06-08,0
0.0,171.0,0.0,171.0,0.0,2021-06-08 01:00:00,2021-06-08,1
0.0,141.0,0.0,141.0,0.0,2021-06-08 02:00:00,2021-06-08,2
0.0,178.0,0.0,178.0,0.0,2021-06-08 03:00:00,2021-06-08,3
0.0,143.0,0.0,143.0,0.0,2021-06-08 04:00:00,2021-06-08,4
0.0,156.0,0.0,156.0,0.0,2021-06-08 05:00:00,2021-06-08,5
69.0,81.0,8.0,142.0,61.0,2021-06-08 06:00:00,2021-06-08,6
259.0,111.0,69.0,301.0,190.0,2021-06-08 07:00:00,2021-06-08,7
484.0,76.0,221.0,339.0,263.0,2021-06-08 08:00:00,2021-06-08,8
895.0,47.0,586.0,356.0,309.0,2021-06-08 09:00:00,2021-06-08,9
1672.0,0.0,1416.0,256.0,256.0,2021-06-08 10:00:00,2021-06-08,10
2216.0,0.0,1831.0,385.0,385.0,2021-06-08 11:00:00,2021-06-08,11
3268.0,0.0,2870.0,398.0,398.0,2021-06-08 12:00:00,2021-06-08,12
4007.0,58.0,2901.0,1164.0,1106.0,2021-06-08 13:00:00,2021-06-08,13
4323.0,0.0,4010.0,313.0,313.0,2021-06-08 14:00:00,2021-06-08,14
3281.0,0.0,3067.0,214.0,214.0,2021-06-08 15:00:00,2021-06-08,15
3712.0,0.0,3444.0,268.0,268.0,2021-06-08 16:00:00,2021-06-08,16
2808.0,3.0,2376.0,435.0,432.0,2021-06-08 17:00:00,2021-06-08,17
914.0,316.0,659.0,571.0,255.0,2021-06-08 18:00:00,2021-06-08,18
45.0,723.0,0.0,768.0,45.0,2021-06-08 19:00:00,2021-06-08,19
0.0,370.0,0.0,370.0,0.0,2021-06-08 20:00:00,2021-06-08,20
0.0,373.0,0.0,373.0,0.0,2021-06-08 21:00:00,2021-06-08,21
0.0,605.0,0.0,605.0,0.0,2021-06-08 22:00:00,2021-06-08,22
0.0,742.0,0.0,742.0,0.0,2021-06-08 23:00:00,2021-06-08,23
0.0,361.0,0.0,361.0,0.0,2021-06-09 00:00:00,2021-06-09,0
0.0,152.0,0.0,152.0,0.0,2021-06-09 01:00:00,2021-06-09,1
0.0,161.0,0.0,161.0,0.0,2021-06-09 02:00:00,2021-06-09,2
0.0,133.0,0.0,133.0,0.0,2021-06-09 03:00:00,2021-06-09,3
0.0,138.0,0.0,138.0,0.0,2021-06-09 04:00:00,2021-06-09,4
0.0,187.0,0.0,187.0,0.0,2021-06-09 05:00:00,2021-06-09,5
66.0,67.0,8.0,125.0,58.0,2021-06-09 06:00:00,2021-06-09,6
468.0,59.0,252.0,275.0,216.0,2021-06-09 07:00:00,2021-06-09,7
1000.0,78.0,659.0,419.0,341.0,2021-06-09 08:00:00,2021-06-09,8
2673.0,16.0,2063.0,626.0,610.0,2021-06-09 09:00:00,2021-06-09,9
2772.0,7.0,2130.0,649.0,642.0,2021-06-09 10:00:00,2021-06-09,10
4686.0,0.0,3822.0,864.0,864.0,2021-06-09 11:00:00,2021-06-09,11
4044.0,66.0,3131.0,979.0,913.0,2021-06-09 12:00:00,2021-06-09,12
2318.0,0.0,2037.0,281.0,281.0,2021-06-09 13:00:00,2021-06-09,13
2944.0,1.0,2617.0,328.0,327.0,2021-06-09 14:00:00,2021-06-09,14
934.0,4.0,656.0,282.0,278.0,2021-06-09 15:00:00,2021-06-09,15
642.0,55.0,314.0,383.0,328.0,2021-06-09 16:00:00,2021-06-09,16
843.0,151.0,471.0,523.0,372.0,2021-06-09 17:00:00,2021-06-09,17
967.0,835.0,472.0,1330.0,495.0,2021-06-09 18:00:00,2021-06-09,18
667.0,16.0,429.0,254.0,238.0,2021-06-09 19:00:00,2021-06-09,19
65.0,266.0,0.0,331.0,65.0,2021-06-09 20:00:00,2021-06-09,20
0.0,333.0,0.0,333.0,0.0,2021-06-09 21:00:00,2021-06-09,21
0.0,335.0,0.0,335.0,0.0,2021-06-09 22:00:00,2021-06-09,22
0.0,259.0,0.0,259.0,0.0,2021-06-09 23:00:00,2021-06-09,23
0.0,173.0,0.0,173.0,0.0,2021-06-10 00:00:00,2021-06-10,0
0.0,145.0,0.0,145.0,0.0,2021-06-10 01:00:00,2021-06-10,1
0.0,143.0,0.0,143.0,0.0,2021-06-10 02:00:00,2021-06-10,2
0.0,172.0,0.0,172.0,0.0,2021-06-10 03:00:00,2021-06-10,3
0.0,127.0,0.0,127.0,0.0,2021-06-10 04:00:00,2021-06-10,4
0.0,158.0,0.0,158.0,0.0,2021-06-10 05:00:00,2021-06-10,5
182.0,18.0,72.0,128.0,110.0,2021-06-10 06:00:00,2021-06-10,6
472.0,87.0,262.0,297.0,210.0,2021-06-10 07:00:00,2021-06-10,7
1182.0,4.0,929.0,257.0,253.0,2021-06-10 08:00:00,2021-06-10,8
2663.0,0.0,2381.0,282.0,282.0,2021-06-10 09:00:00,2021-06-10,9
3480.0,5.0,2462.0,1023.0,1018.0,2021-06-10 10:00:00,2021-06-10,10
4579.0,0.0,3622.0,957.0,957.0,2021-06-10 11:00:00,2021-06-10,11
5062.0,0.0,4391.0,671.0,671.0,2021-06-10 12:00:00,2021-06-10,12
4718.0,25.0,3483.0,1260.0,1235.0,2021-06-10 13:00:00,2021-06-10,13
2810.0,0.0,2467.0,343.0,343.0,2021-06-10 14:00:00,2021-06-10,14
1660.0,6.0,1365.0,301.0,295.0,2021-06-10 15:00:00,2021-06-10,15
3038.0,1.0,2698.0,341.0,340.0,2021-06-10 16:00:00,2021-06-10,16
2649.0,0.0,2362.0,287.0,287.0,2021-06-10 17:00:00,2021-06-10,17
1370.0,17.0,1049.0,338.0,321.0,2021-06-10 18:00:00,2021-06-10,18
728.0,0.0,499.0,229.0,229.0,2021-06-10 19:00:00,2021-06-10,19
245.0,77.0,36.0,286.0,209.0,2021-06-10 20:00:00,2021-06-10,20
0.0,345.0,0.0,345.0,0.0,2021-06-10 21:00:00,2021-06-10,21
0.0,260.0,0.0,260.0,0.0,2021-06-10 22:00:00,2021-06-10,22
0.0,219.0,0.0,219.0,0.0,2021-06-10 23:00:00,2021-06-10,23
0.0,165.0,0.0,165.0,0.0,2021-06-11 00:00:00,2021-06-11,0
0.0,140.0,0.0,140.0,0.0,2021-06-11 01:00:00,2021-06-11,1
0.0,179.0,0.0,179.0,0.0,2021-06-11 02:00:00,2021-06-11,2
0.0,144.0,0.0,144.0,0.0,2021-06-11 03:00:00,2021-06-11,3
0.0,127.0,0.0,127.0,0.0,2021-06-11 04:00:00,2021-06-11,4
13.0,161.0,0.0,174.0,13.0,2021-06-11 05:00:00,2021-06-11,5
192.0,4.0,66.0,130.0,126.0,2021-06-11 06:00:00,2021-06-11,6
447.0,75.0,263.0,259.0,184.0,2021-06-11 07:00:00,2021-06-11,7
1218.0,17.0,931.0,304.0,287.0,2021-06-11 08:00:00,2021-06-11,8
2491.0,0.0,2033.0,458.0,458.0,2021-06-11 09:00:00,2021-06-11,9
3678.0,3.0,3127.0,554.0,551.0,2021-06-11 10:00:00,2021-06-11,10
4732.0,0.0,4412.0,320.0,320.0,2021-06-11 11:00:00,2021-06-11,11
5279.0,0.0,4516.0,763.0,763.0,2021-06-11 12:00:00,2021-06-11,12
5405.0,0.0,4399.0,1006.0,1006.0,2021-06-11 13:00:00,2021-06-11,13
4919.0,0.0,4557.0,362.0,362.0,2021-06-11 14:00:00,2021-06-11,14
4520.0,0.0,4166.0,354.0,354.0,2021-06-11 15:00:00,2021-06-11,15
4437.0,0.0,4056.0,381.0,381.0,2021-06-11 16:00:00,2021-06-11,16
2768.0,0.0,2455.0,313.0,313.0,2021-06-11 17:00:00,2021-06-11,17
1595.0,0.0,1324.0,271.0,271.0,2021-06-11 18:00:00,2021-06-11,18
515.0,22.0,211.0,326.0,304.0,2021-06-11 19:00:00,2021-06-11,19
103.0,156.0,0.0,259.0,103.0,2021-06-11 20:00:00,2021-06-11,20
0.0,262.0,0.0,262.0,0.0,2021-06-11 21:00:00,2021-06-11,21
0.0,272.0,0.0,272.0,0.0,2021-06-11 22:00:00,2021-06-11,22
0.0,232.0,0.0,232.0,0.0,2021-06-11 23:00:00,2021-06-11,23
0.0,217.0,0.0,217.0,0.0,2021-06-12 00:00:00,2021-06-12,0
0.0,154.0,0.0,154.0,0.0,2021-06-12 01:00:00,2021-06-12,1
0.0,145.0,0.0,145.0,0.0,2021-06-12 02:00:00,2021-06-12,2
0.0,156.0,0.0,156.0,0.0,2021-06-12 03:00:00,2021-06-12,3
0.0,131.0,0.0,131.0,0.0,2021-06-12 04:00:00,2021-06-12,4
0.0,185.0,0.0,185.0,0.0,2021-06-12 05:00:00,2021-06-12,5
188.0,24.0,76.0,136.0,112.0,2021-06-12 06:00:00,2021-06-12,6
577.0,1.0,439.0,139.0,138.0,2021-06-12 07:00:00,2021-06-12,7
1215.0,30.0,954.0,291.0,261.0,2021-06-12 08:00:00,2021-06-12,8
2217.0,1.0,1864.0,354.0,353.0,2021-06-12 09:00:00,2021-06-12,9
3391.0,1.0,2718.0,674.0,673.0,2021-06-12 10:00:00,2021-06-12,10
4235.0,0.0,3754.0,481.0,481.0,2021-06-12 11:00:00,2021-06-12,11
4958.0,0.0,4618.0,340.0,340.0,2021-06-12 12:00:00,2021-06-12,12
4807.0,2.0,4062.0,747.0,745.0,2021-06-12 13:00:00,2021-06-12,13
4798.0,20.0,3516.0,1302.0,1282.0,2021-06-12 14:00:00,2021-06-12,14
4741.0,0.0,4220.0,521.0,521.0,2021-06-12 15:00:00,2021-06-12,15
3039.0,5.0,2067.0,977.0,972.0,2021-06-12 16:00:00,2021-06-12,16
2106.0,110.0,1066.0,1150.0,1040.0,2021-06-12 17:00:00,2021-06-12,17
1178.0,174.0,358.0,994.0,820.0,2021-06-12 18:00:00,2021-06-12,18
250.0,138.0,30.0,358.0,220.0,2021-06-12 19:00:00,2021-06-12,19
96.0,209.0,2.0,303.0,94.0,2021-06-12 20:00:00,2021-06-12,20
0.0,347.0,0.0,347.0,0.0,2021-06-12 21:00:00,2021-06-12,21
0.0,703.0,0.0,703.0,0.0,2021-06-12 22:00:00,2021-06-12,22
0.0,571.0,0.0,571.0,0.0,2021-06-12 23:00:00,2021-06-12,23
0.0,232.0,0.0,232.0,0.0,2021-06-13 00:00:00,2021-06-13,0
0.0,200.0,0.0,200.0,0.0,2021-06-13 01:00:00,2021-06-13,1
0.0,164.0,0.0,164.0,0.0,2021-06-13 02:00:00,2021-06-13,2
0.0,161.0,0.0,161.0,0.0,2021-06-13 03:00:00,2021-06-13,3
0.0,147.0,0.0,147.0,0.0,2021-06-13 04:00:00,2021-06-13,4
6.0,175.0,0.0,181.0,6.0,2021-06-13 05:00:00,2021-06-13,5
132.0,20.0,39.0,113.0,93.0,2021-06-13 06:00:00,2021-06-13,6
313.0,1.0,163.0,151.0,150.0,2021-06-13 07:00:00,2021-06-13,7
1175.0,0.0,1006.0,169.0,169.0,2021-06-13 08:00:00,2021-06-13,8
2704.0,0.0,2491.0,213.0,213.0,2021-06-13 09:00:00,2021-06-13,9
3822.0,1.0,3418.0,405.0,404.0,2021-06-13 10:00:00,2021-06-13,10
4963.0,0.0,3881.0,1082.0,1082.0,2021-06-13 11:00:00,2021-06-13,11
5291.0,0.0,4407.0,884.0,884.0,2021-06-13 12:00:00,2021-06-13,12
5214.0,0.0,4782.0,432.0,432.0,2021-06-13 13:00:00,2021-06-13,13
5421.0,0.0,4377.0,1044.0,1044.0,2021-06-13 14:00:00,2021-06-13,14
5067.0,0.0,4756.0,311.0,311.0,2021-06-13 15:00:00,2021-06-13,15
4319.0,0.0,3906.0,413.0,413.0,2021-06-13 16:00:00,2021-06-13,16
3152.0,0.0,2863.0,289.0,289.0,2021-06-13 17:00:00,2021-06-13,17
1721.0,0.0,1436.0,285.0,285.0,2021-06-13 18:00:00,2021-06-13,18
510.0,158.0,226.0,442.0,284.0,2021-06-13 19:00:00,2021-06-13,19
90.0,220.0,0.0,310.0,90.0,2021-06-13 20:00:00,2021-06-13,20
0.0,305.0,0.0,305.0,0.0,2021-06-13 21:00:00,2021-06-13,21
0.0,484.0,0.0,484.0,0.0,2021-06-13 22:00:00,2021-06-13,22
0.0,275.0,0.0,275.0,0.0,2021-06-13 23:00:00,2021-06-13,23
0.0,157.0,0.0,157.0,0.0,2021-06-14 00:00:00,2021-06-14,0
0.0,149.0,0.0,149.0,0.0,2021-06-14 01:00:00,2021-06-14,1
0.0,167.0,0.0,167.0,0.0,2021-06-14 02:00:00,2021-06-14,2
0.0,147.0,0.0,147.0,0.0,2021-06-14 03:00:00,2021-06-14,3
0.0,139.0,0.0,139.0,0.0,2021-06-14 04:00:00,2021-06-14,4
2.0,153.0,0.0,155.0,2.0,2021-06-14 05:00:00,2021-06-14,5
115.0,28.0,24.0,119.0,91.0,2021-06-14 06:00:00,2021-06-14,6
284.0,98.0,70.0,312.0,214.0,2021-06-14 07:00:00,2021-06-14,7
1164.0,11.0,921.0,254.0,243.0,2021-06-14 08:00:00,2021-06-14,8
2587.0,0.0,2198.0,389.0,389.0,2021-06-14 09:00:00,2021-06-14,9
3847.0,0.0,3496.0,351.0,351.0,2021-06-14 10:00:00,2021-06-14,10
4878.0,0.0,4313.0,565.0,565.0,2021-06-14 11:00:00,2021-06-14,11
5312.0,0.0,4692.0,620.0,620.0,2021-06-14 12:00:00,2021-06-14,12
5367.0,0.0,4454.0,913.0,913.0,2021-06-14 13:00:00,2021-06-14,13
