Production,Purchased,FeedIn,Consumption,SelfConsumption,Dates,Date,Time
4498.0,0.0,3582.0,916.0,916.0,2021-08-21 11:00:00,2021-08-21,11
5133.0,0.0,4705.0,428.0,428.0,2021-08-21 12:00:00,2021-08-21,12
5297.0,0.0,4363.0,934.0,934.0,2021-08-21 13:00:00,2021-08-21,13
5086.0,0.0,4754.0,332.0,332.0,2021-08-21 14:00:00,2021-08-21,14
4406.0,0.0,4025.0,381.0,381.0,2021-08-21 15:00:00,2021-08-21,15
3123.0,173.0,1945.0,1351.0,1178.0,2021-08-21 16:00:00,2021-08-21,16
2549.0,27.0,2086.0,490.0,463.0,2021-08-21 17:00:00,2021-08-21,17
1131.0,0.0,922.0,209.0,209.0,2021-08-21 18:00:00,2021-08-21,18
270.0,74.0,58.0,286.0,212.0,2021-08-21 19:00:00,2021-08-21,19
0.0,564.0,0.0,564.0,0.0,2021-08-21 20:00:00,2021-08-21,20
0.0,424.0,0.0,424.0,0.0,2021-08-21 21:00:00,2021-08-21,21
0.0,382.0,0.0,382.0,0.0,2021-08-21 22:00:00,2021-08-21,22
0.0,339.0,0.0,339.0,0.0,2021-08-21 23:00:00,2021-08-21,23
0.0,175.0,0.0,175.0,0.0,2021-08-22 00:00:00,2021-08-22,0
0.0,169.0,0.0,169.0,0.0,2021-08-22 01:00:00,2021-08-22,1
0.0,143.0,0.0,143.0,0.0,2021-08-22 02:00:00,2021-08-22,2
0.0,150.0,0.0,150.0,0.0,2021-08-22 03:00:00,2021-08-22,3
0.0,134.0,0.0,134.0,0.0,2021-08-22 04:00:00,2021-08-22,4
0.0,163.0,0.0,163.0,0.0,2021-08-22 05:00:00,2021-08-22,5
20.0,146.0,0.0,166.0,20.0,2021-08-22 06:00:00,2021-08-22,6
117.0,44.0,22.0,139.0,95.0,2021-08-22 07:00:00,2021-08-22,7
432.0,0.0,286.0,146.0,146.0,2021-08-22 08:00:00,2021-08-22,8
475.0,98.0,263.0,310.0,212.0,2021-08-22 09:00:00,2021-08-22,9
1473.0,23.0,1250.0,246.0,223.0,2021-08-22 10:00:00,2021-08-22,10
1371.0,13.0,1072.0,312.0,299.0,2021-08-22 11:00:00,2021-08-22,11
874.0,247.0,583.0,538.0,291.0,2021-08-22 12:00:00,2021-08-22,12
522.0,1428.0,72.0,1878.0,450.0,2021-08-22 13:00:00,2021-08-22,13
642.0,95.0,400.0,337.0,242.0,2021-08-22 14:00:00,2021-08-22,14
622.0,53.0,388.0,287.0,234.0,2021-08-22 15:00:00,2021-08-22,15
984.0,0.0,736.0,248.0,248.0,2021-08-22 16:00:00,2021-08-22,16
142.0,158.0,12.0,288.0,130.0,2021-08-22 17:00:00,2021-08-22,17
596.0,118.0,325.0,389.0,271.0,2021-08-22 18:00:00,2021-08-22,18
373.0,123.0,172.0,324.0,201.0,2021-08-22 19:00:00,2021-08-22,19
0.0,390.0,0.0,390.0,0.0,2021-08-22 20:00:00,2021-08-22,20
0.0,419.0,0.0,419.0,0.0,2021-08-22 21:00:00,2021-08-22,21
0.0,282.0,0.0,282.0,0.0,2021-08-22 22:00:00,2021-08-22,22
0.0,252.0,0.0,252.0,0.0,2021-08-22 23:00:00,2021-08-22,23
0.0,141.0,0.0,141.0,0.0,2021-08-23 00:00:00,2021-08-23,0
0.0,146.0,0.0,146.0,0.0,2021-08-23 01:00:00,2021-08-23,1
0.0,166.0,0.0,166.0,0.0,2021-08-23 02:00:00,2021-08-23,2
0.0,143.0,0.0,143.0,0.0,2021-08-23 03:00:00,2021-08-23,3
0.0,140.0,0.0,140.0,0.0,2021-08-23 04:00:00,2021-08-23,4
0.0,164.0,0.0,164.0,0.0,2021-08-23 05:00:00,2021-08-23,5
0.0,224.0,0.0,224.0,0.0,2021-08-23 06:00:00,2021-08-23,6
15.0,322.0,0.0,337.0,15.0,2021-08-23 07:00:00,2021-08-23,7
397.0,68.0,164.0,301.0,233.0,2021-08-23 08:00:00,2021-08-23,8
515.0,15.0,277.0,253.0,238.0,2021-08-23 09:00:00,2021-08-23,9
1062.0,51.0,769.0,344.0,293.0,2021-08-23 10:00:00,2021-08-23,10
2171.0,0.0,1894.0,277.0,277.0,2021-08-23 11:00:00,2021-08-23,11
1534.0,0.0,1269.0,265.0,265.0,2021-08-23 12:00:00,2021-08-23,12
2412.0,130.0,1733.0,809.0,679.0,2021-08-23 13:00:00,2021-08-23,13
3742.0,0.0,3460.0,282.0,282.0,2021-08-23 14:00:00,2021-08-23,14
4755.0,0.0,4447.0,308.0,308.0,2021-08-23 15:00:00,2021-08-23,15
3479.0,22.0,3070.0,431.0,409.0,2021-08-23 16:00:00,2021-08-23,16
1024.0,0.0,827.0,197.0,197.0,2021-08-23 17:00:00,2021-08-23,17
466.0,15.0,240.0,241.0,226.0,2021-08-23 18:00:00,2021-08-23,18
11.0,268.0,0.0,279.0,11.0,2021-08-23 19:00:00,2021-08-23,19
0.0,440.0,0.0,440.0,0.0,2021-08-23 20:00:00,2021-08-23,20
0.0,461.0,0.0,461.0,0.0,2021-08-23 21:00:00,2021-08-23,21
0.0,355.0,0.0,355.0,0.0,2021-08-23 22:00:00,2021-08-23,22
0.0,309.0,0.0,309.0,0.0,2021-08-23 23:00:00,2021-08-23,23
0.0,208.0,0.0,208.0,0.0,2021-08-24 00:00:00,2021-08-24,0
0.0,144.0,0.0,144.0,0.0,2021-08-24 01:00:00,2021-08-24,1
0.0,145.0,0.0,145.0,0.0,2021-08-24 02:00:00,2021-08-24,2
0.0,151.0,0.0,151.0,0.0,2021-08-24 03:00:00,2021-08-24,3
0.0,144.0,0.0,144.0,0.0,2021-08-24 04:00:00,2021-08-24,4
0.0,225.0,0.0,225.0,0.0,2021-08-24 05:00:00,2021-08-24,5
3.0,150.0,0.0,153.0,3.0,2021-08-24 06:00:00,2021-08-24,6
185.0,134.0,44.0,275.0,141.0,2021-08-24 07:00:00,2021-08-24,7
467.0,31.0,243.0,255.0,224.0,2021-08-24 08:00:00,2021-08-24,8
1087.0,135.0,667.0,555.0,420.0,2021-08-24 09:00:00,2021-08-24,9
2156.0,291.0,1505.0,942.0,651.0,2021-08-24 10:00:00,2021-08-24,10
1097.0,86.0,775.0,408.0,322.0,2021-08-24 11:00:00,2021-08-24,11
1148.0,295.0,828.0,615.0,320.0,2021-08-24 12:00:00,2021-08-24,12
1017.0,396.0,642.0,771.0,375.0,2021-08-24 13:00:00,2021-08-24,13
1793.0,0.0,1540.0,253.0,253.0,2021-08-24 14:00:00,2021-08-24,14
1037.0,25.0,729.0,333.0,308.0,2021-08-24 15:00:00,2021-08-24,15
1609.0,1.0,1267.0,343.0,342.0,2021-08-24 16:00:00,2021-08-24,16
1562.0,3.0,1142.0,423.0,420.0,2021-08-24 17:00:00,2021-08-24,17
1332.0,45.0,902.0,475.0,430.0,2021-08-24 18:00:00,2021-08-24,18
287.0,52.0,128.0,211.0,159.0,2021-08-24 19:00:00,2021-08-24,19
0.0,282.0,0.0,282.0,0.0,2021-08-24 20:00:00,2021-08-24,20
0.0,276.0,0.0,276.0,0.0,2021-08-24 21:00:00,2021-08-24,21
0.0,252.0,0.0,252.0,0.0,2021-08-24 22:00:00,2021-08-24,22
0.0,216.0,0.0,216.0,0.0,2021-08-24 23:00:00,2021-08-24,23
0.0,140.0,0.0,140.0,0.0,2021-08-25 00:00:00,2021-08-25,0
0.0,153.0,0.0,153.0,0.0,2021-08-25 01:00:00,2021-08-25,1
0.0,149.0,0.0,149.0,0.0,2021-08-25 02:00:00,2021-08-25,2
0.0,164.0,0.0,164.0,0.0,2021-08-25 03:00:00,2021-08-25,3
0.0,192.0,0.0,192.0,0.0,2021-08-25 04:00:00,2021-08-25,4
0.0,164.0,0.0,164.0,0.0,2021-08-25 05:00:00,2021-08-25,5
2.0,184.0,0.0,186.0,2.0,2021-08-25 06:00:00,2021-08-25,6
165.0,126.0,23.0,268.0,142.0,2021-08-25 07:00:00,2021-08-25,7
848.0,41.0,566.0,323.0,282.0,2021-08-25 08:00:00,2021-08-25,8
2258.0,0.0,1892.0,366.0,366.0,2021-08-25 09:00:00,2021-08-25,9
3622.0,0.0,3313.0,309.0,309.0,2021-08-25 10:00:00,2021-08-25,10
4757.0,0.0,4432.0,325.0,325.0,2021-08-25 11:00:00,2021-08-25,11
4084.0,0.0,3749.0,335.0,335.0,2021-08-25 12:00:00,2021-08-25,12
4974.0,37.0,4009.0,1002.0,965.0,2021-08-25 13:00:00,2021-08-25,13
4881.0,0.0,4509.0,372.0,372.0,2021-08-25 14:00:00,2021-08-25,14
4198.0,1.0,3850.0,349.0,348.0,2021-08-25 15:00:00,2021-08-25,15
4148.0,0.0,3759.0,389.0,389.0,2021-08-25 16:00:00,2021-08-25,16
2798.0,0.0,2540.0,258.0,258.0,2021-08-25 17:00:00,2021-08-25,17
1355.0,3.0,1013.0,345.0,342.0,2021-08-25 18:00:00,2021-08-25,18
266.0,81.0,114.0,233.0,152.0,2021-08-25 19:00:00,2021-08-25,19
0.0,282.0,0.0,282.0,0.0,2021-08-25 20:00:00,2021-08-25,20
0.0,297.0,0.0,297.0,0.0,2021-08-25 21:00:00,2021-08-25,21
0.0,378.0,0.0,378.0,0.0,2021-08-25 22:00:00,2021-08-25,22
0.0,285.0,0.0,285.0,0.0,2021-08-25 23:00:00,2021-08-25,23
0.0,146.0,0.0,146.0,0.0,2021-08-26 00:00:00,2021-08-26,0
0.0,141.0,0.0,141.0,0.0,2021-08-26 01:00:00,2021-08-26,1
0.0,166.0,0.0,166.0,0.0,2021-08-26 02:00:00,2021-08-26,2
0.0,206.0,0.0,206.0,0.0,2021-08-26 03:00:00,2021-08-26,3
0.0,133.0,0.0,133.0,0.0,2021-08-26 04:00:00,2021-08-26,4
0.0,159.0,0.0,159.0,0.0,2021-08-26 05:00:00,2021-08-26,5
0.0,215.0,0.0,215.0,0.0,2021-08-26 06:00:00,2021-08-26,6
64.0,262.0,0.0,326.0,64.0,2021-08-26 07:00:00,2021-08-26,7
220.0,126.0,11.0,335.0,209.0,2021-08-26 08:00:00,2021-08-26,8
311.0,72.0,72.0,311.0,239.0,2021-08-26 09:00:00,2021-08-26,9
985.0,32.0,593.0,424.0,392.0,2021-08-26 10:00:00,2021-08-26,10
771.0,1.0,456.0,316.0,315.0,2021-08-26 11:00:00,2021-08-26,11
1841.0,0.0,1613.0,228.0,228.0,2021-08-26 12:00:00,2021-08-26,12
4102.0,0.0,3696.0,406.0,406.0,2021-08-26 13:00:00,2021-08-26,13
2516.0,4.0,2244.0,276.0,272.0,2021-08-26 14:00:00,2021-08-26,14
1645.0,398.0,688.0,1355.0,957.0,2021-08-26 15:00:00,2021-08-26,15
1901.0,0.0,1652.0,249.0,249.0,2021-08-26 16:00:00,2021-08-26,16
1323.0,66.0,978.0,411.0,345.0,2021-08-26 17:00:00,2021-08-26,17
993.0,11.0,692.0,312.0,301.0,2021-08-26 18:00:00,2021-08-26,18
327.0,106.0,113.0,320.0,214.0,2021-08-26 19:00:00,2021-08-26,19
0.0,438.0,0.0,438.0,0.0,2021-08-26 20:00:00,2021-08-26,20
0.0,382.0,0.0,382.0,0.0,2021-08-26 21:00:00,2021-08-26,21
0.0,413.0,0.0,413.0,0.0,2021-08-26 22:00:00,2021-08-26,22
0.0,285.0,0.0,285.0,0.0,2021-08-26 23:00:00,2021-08-26,23
0.0,177.0,0.0,177.0,0.0,2021-08-27 00:00:00,2021-08-27,0
0.0,147.0,0.0,147.0,0.0,2021-08-27 01:00:00,2021-08-27,1
0.0,169.0,0.0,169.0,0.0,2021-08-27 02:00:00,2021-08-27,2
0.0,168.0,0.0,168.0,0.0,2021-08-27 03:00:00,2021-08-27,3
0.0,138.0,0.0,138.0,0.0,2021-08-27 04:00:00,2021-08-27,4
0.0,156.0,0.0,156.0,0.0,2021-08-27 05:00:00,2021-08-27,5
0.0,218.0,0.0,218.0,0.0,2021-08-27 06:00:00,2021-08-27,6
169.0,80.0,73.0,176.0,96.0,2021-08-27 07:00:00,2021-08-27,7
956.0,50.0,696.0,310.0,260.0,2021-08-27 08:00:00,2021-08-27,8
1905.0,28.0,1576.0,357.0,329.0,2021-08-27 09:00:00,2021-08-27,9
2499.0,0.0,2248.0,251.0,251.0,2021-08-27 10:00:00,2021-08-27,10
4056.0,0.0,3738.0,318.0,318.0,2021-08-27 11:00:00,2021-08-27,11
2925.0,0.0,2643.0,282.0,282.0,2021-08-27 12:00:00,2021-08-27,12
2701.0,1.0,2386.0,316.0,315.0,2021-08-27 13:00:00,2021-08-27,13
4034.0,0.0,3766.0,268.0,268.0,2021-08-27 14:00:00,2021-08-27,14
2764.0,0.0,2526.0,238.0,238.0,2021-08-27 15:00:00,2021-08-27,15
3659.0,3.0,3112.0,550.0,547.0,2021-08-27 16:00:00,2021-08-27,16
2778.0,19.0,2066.0,731.0,712.0,2021-08-27 17:00:00,2021-08-27,17
826.0,1.0,574.0,253.0,252.0,2021-08-27 18:00:00,2021-08-27,18
68.0,167.0,5.0,230.0,63.0,2021-08-27 19:00:00,2021-08-27,19
0.0,394.0,0.0,394.0,0.0,2021-08-27 20:00:00,2021-08-27,20
0.0,363.0,0.0,363.0,0.0,2021-08-27 21:00:00,2021-08-27,21
0.0,319.0,0.0,319.0,0.0,2021-08-27 22:00:00,2021-08-27,22
0.0,346.0,0.0,346.0,0.0,2021-08-27 23:00:00,2021-08-27,23
0.0,208.0,0.0,208.0,0.0,2021-08-28 00:00:00,2021-08-28,0
0.0,157.0,0.0,157.0,0.0,2021-08-28 01:00:00,2021-08-28,1
0.0,166.0,0.0,166.0,0.0,2021-08-28 02:00:00,2021-08-28,2
0.0,149.0,0.0,149.0,0.0,2021-08-28 03:00:00,2021-08-28,3
0.0,131.0,0.0,131.0,0.0,2021-08-28 04:00:00,2021-08-28,4
0.0,157.0,0.0,157.0,0.0,2021-08-28 05:00:00,2021-08-28,5
0.0,216.0,0.0,216.0,0.0,2021-08-28 06:00:00,2021-08-28,6
95.0,60.0,22.0,133.0,73.0,2021-08-28 07:00:00,2021-08-28,7
621.0,0.0,479.0,142.0,142.0,2021-08-28 08:00:00,2021-08-28,8
912.0,60.0,681.0,291.0,231.0,2021-08-28 09:00:00,2021-08-28,9
1001.0,228.0,590.0,639.0,411.0,2021-08-28 10:00:00,2021-08-28,10
898.0,301.0,521.0,678.0,377.0,2021-08-28 11:00:00,2021-08-28,11
2487.0,102.0,2223.0,366.0,264.0,2021-08-28 12:00:00,2021-08-28,12
3624.0,0.0,3393.0,231.0,231.0,2021-08-28 13:00:00,2021-08-28,13
2794.0,11.0,2073.0,732.0,721.0,2021-08-28 14:00:00,2021-08-28,14
2226.0,4.0,1874.0,356.0,352.0,2021-08-28 15:00:00,2021-08-28,15
1548.0,24.0,1177.0,395.0,371.0,2021-08-28 16:00:00,2021-08-28,16
656.0,23.0,421.0,258.0,235.0,2021-08-28 17:00:00,2021-08-28,17
974.0,31.0,580.0,425.0,394.0,2021-08-28 18:00:00,2021-08-28,18
221.0,124.0,96.0,249.0,125.0,2021-08-28 19:00:00,2021-08-28,19
0.0,373.0,0.0,373.0,0.0,2021-08-28 20:00:00,2021-08-28,20
0.0,324.0,0.0,324.0,0.0,2021-08-28 21:00:00,2021-08-28,21
0.0,288.0,0.0,288.0,0.0,2021-08-28 22:00:00,2021-08-28,22
0.0,287.0,0.0,287.0,0.0,2021-08-28 23:00:00,2021-08-28,23
0.0,179.0,0.0,179.0,0.0,2021-08-29 00:00:00,2021-08-29,0
0.0,144.0,0.0,144.0,0.0,2021-08-29 01:00:00,2021-08-29,1
0.0,160.0,0.0,160.0,0.0,2021-08-29 02:00:00,2021-08-29,2
0.0,155.0,0.0,155.0,0.0,2021-08-29 03:00:00,2021-08-29,3
0.0,128.0,0.0,128.0,0.0,2021-08-29 04:00:00,2021-08-29,4
0.0,169.0,0.0,169.0,0.0,2021-08-29 05:00:00,2021-08-29,5
0.0,177.0,0.0,177.0,0.0,2021-08-29 06:00:00,2021-08-29,6
15.0,122.0,0.0,137.0,15.0,2021-08-29 07:00:00,2021-08-29,7
58.0,77.0,4.0,131.0,54.0,2021-08-29 08:00:00,2021-08-29,8
241.0,11.0,121.0,131.0,120.0,2021-08-29 09:00:00,2021-08-29,9
875.0,58.0,601.0,332.0,274.0,2021-08-29 10:00:00,2021-08-29,10
452.0,117.0,79.0,490.0,373.0,2021-08-29 11:00:00,2021-08-29,11
298.0,117.0,32.0,383.0,266.0,2021-08-29 12:00:00,2021-08-29,12
765.0,87.0,423.0,429.0,342.0,2021-08-29 13:00:00,2021-08-29,13
1352.0,136.0,820.0,668.0,532.0,2021-08-29 14:00:00,2021-08-29,14
891.0,199.0,520.0,570.0,371.0,2021-08-29 15:00:00,2021-08-29,15
874.0,80.0,461.0,493.0,413.0,2021-08-29 16:00:00,2021-08-29,16
469.0,24.0,163.0,330.0,306.0,2021-08-29 17:00:00,2021-08-29,17
163.0,104.0,1.0,266.0,162.0,2021-08-29 18:00:00,2021-08-29,18
0.0,383.0,0.0,383.0,0.0,2021-08-29 19:00:00,2021-08-29,19
0.0,386.0,0.0,386.0,0.0,2021-08-29 20:00:00,2021-08-29,20
0.0,336.0,0.0,336.0,0.0,2021-08-29 21:00:00,2021-08-29,21
0.0,315.0,0.0,315.0,0.0,2021-08-29 22:00:00,2021-08-29,22
0.0,364.0,0.0,364.0,0.0,2021-08-29 23:00:00,2021-08-29,23
0.0,139.0,0.0,139.0,0.0,2021-08-30 00:00:00,2021-08-30,0
0.0,179.0,0.0,179.0,0.0,2021-08-30 01:00:00,2021-08-30,1
0.0,141.0,0.0,141.0,0.0,2021-08-30 02:00:00,2021-08-30,2
0.0,132.0,0.0,132.0,0.0,2021-08-30 03:00:00,2021-08-30,3
0.0,131.0,0.0,131.0,0.0,2021-08-30 04:00:00,2021-08-30,4
0.0,244.0,0.0,244.0,0.0,2021-08-30 05:00:00,2021-08-30,5
0.0,209.0,0.0,209.0,0.0,2021-08-30 06:00:00,2021-08-30,6
96.0,334.0,7.0,423.0,89.0,2021-08-30 07:00:00,2021-08-30,7
820.0,16.0,500.0,336.0,320.0,2021-08-30 08:00:00,2021-08-30,8
748.0,36.0,506.0,278.0,242.0,2021-08-30 09:00:00,2021-08-30,9
1144.0,4.0,882.0,266.0,262.0,2021-08-30 10:00:00,2021-08-30,10
492.0,22.0,278.0,236.0,214.0,2021-08-30 11:00:00,2021-08-30,11
1078.0,8.0,710.0,376.0,368.0,2021-08-30 12:00:00,2021-08-30,12
1003.0,357.0,345.0,1015.0,658.0,2021-08-30 13:00:00,2021-08-30,13
836.0,15.0,627.0,224.0,209.0,2021-08-30 14:00:00,2021-08-30,14
954.0,67.0,706.0,315.0,248.0,2021-08-30 15:00:00,2021-08-30,15
1193.0,54.0,756.0,491.0,437.0,2021-08-30 16:00:00,2021-08-30,16
815.0,0.0,514.0,301.0,301.0,2021-08-30 17:00:00,2021-08-30,17
246.0,83.0,36.0,293.0,210.0,2021-08-30 18:00:00,2021-08-30,18
46.0,235.0,0.0,281.0,46.0,2021-08-30 19:00:00,2021-08-30,19
0.0,355.0,0.0,355.0,0.0,2021-08-30 20:00:00,2021-08-30,20
0.0,369.0,0.0,369.0,0.0,2021-08-30 21:00:00,2021-08-30,21
0.0,398.0,0.0,398.0,0.0,2021-08-30 22:00:00,2021-08-30,22
0.0,428.0,0.0,428.0,0.0,2021-08-30 23:00:00,2021-08-30,23
0.0,237.0,0.0,237.0,0.0,2021-08-31 00:00:00,2021-08-31,0
0.0,155.0,0.0,155.0,0.0,2021-08-31 01:00:00,2021-08-31,1
0.0,135.0,0.0,135.0,0.0,2021-08-31 02:00:00,2021-08-31,2
0.0,163.0,0.0,163.0,0.0,2021-08-31 03:00:00,2021-08-31,3
0.0,172.0,0.0,172.0,0.0,2021-08-31 04:00:00,2021-08-31,4
0.0,148.0,0.0,148.0,0.0,2021-08-31 05:00:00,2021-08-31,5
0.0,170.0,0.0,170.0,0.0,2021-08-31 06:00:00,2021-08-31,6
25.0,443.0,0.0,468.0,25.0,2021-08-31 07:00:00,2021-08-31,7
428.0,54.0,229.0,253.0,199.0,2021-08-31 08:00:00,2021-08-31,8
768.0,18.0,529.0,257.0,239.0,2021-08-31 09:00:00,2021-08-31,9
1176.0,24.0,896.0,304.0,280.0,2021-08-31 10:00:00,2021-08-31,10
1404.0,0.0,1130.0,274.0,274.0,2021-08-31 11:00:00,2021-08-31,11
2201.0,0.0,1927.0,274.0,274.0,2021-08-31 12:00:00,2021-08-31,12
2312.0,37.0,1659.0,690.0,653.0,2021-08-31 13:00:00,2021-08-31,13
1524.0,15.0,1226.0,313.0,298.0,2021-08-31 14:00:00,2021-08-31,14
1373.0,12.0,1150.0,235.0,223.0,2021-08-31 15:00:00,2021-08-31,15
1448.0,24.0,1201.0,271.0,247.0,2021-08-31 16:00:00,2021-08-31,16
1861.0,0.0,1570.0,291.0,291.0,2021-08-31 17:00:00,2021-08-31,17
895.0,17.0,699.0,213.0,196.0,2021-08-31 18:00:00,2021-08-31,18
215.0,99.0,69.0,245.0,146.0,2021-08-31 19:00:00,2021-08-31,19
0.0,338.0,0.0,338.0,0.0,2021-08-31 20:00:00,2021-08-31,20
0.0,372.0,0.0,372.0,0.0,2021-08-31 21:00:00,2021-08-31,21
0.0,579.0,0.0,579.0,0.0,2021-08-31 22:00:00,2021-08-31,22
0.0,357.0,0.0,357.0,0.0,2021-08-31 23:00:00,2021-08-31,23
0.0,153.0,0.0,153.0,0.0,2021-09-01 00:00:00,2021-09-01,0
0.0,140.0,0.0,140.0,0.0,2021-09-01 01:00:00,2021-09-01,1
0.0,142.0,0.0,142.0,0.0,2021-09-01 02:00:00,2021-09-01,2
0.0,183.0,0.0,183.0,0.0,2021-09-01 03:00:00,2021-09-01,3
0.0,139.0,0.0,139.0,0.0,2021-09-01 04:00:00,2021-09-01,4
0.0,155.0,0.0,155.0,0.0,2021-09-01 05:00:00,2021-09-01,5
0.0,295.0,0.0,295.0,0.0,2021-09-01 06:00:00,2021-09-01,6
72.0,217.0,0.0,289.0,72.0,2021-09-01 07:00:00,2021-09-01,7
371.0,12.0,123.0,260.0,248.0,2021-09-01 08:00:00,2021-09-01,8
925.0,8.0,597.0,336.0,328.0,2021-09-01 09:00:00,2021-09-01,9
1917.0,0.0,1587.0,330.0,330.0,2021-09-01 10:00:00,2021-09-01,10
4810.0,0.0,3894.0,916.0,916.0,2021-09-01 11:00:00,2021-09-01,11
3592.0,73.0,2815.0,850.0,777.0,2021-09-01 12:00:00,2021-09-01,12
3653.0,49.0,2983.0,719.0,670.0,2021-09-01 13:00:00,2021-09-01,13
3222.0,1.0,2896.0,327.0,326.0,2021-09-01 14:00:00,2021-09-01,14
3716.0,0.0,3433.0,283.0,283.0,2021-09-01 15:00:00,2021-09-01,15
2875.0,6.0,2454.0,427.0,421.0,2021-09-01 16:00:00,2021-09-01,16
1893.0,16.0,1416.0,493.0,477.0,2021-09-01 17:00:00,2021-09-01,17
623.0,1.0,378.0,246.0,245.0,2021-09-01 18:00:00,2021-09-01,18
141.0,85.0,36.0,190.0,105.0,2021-09-01 19:00:00,2021-09-01,19
0.0,316.0,0.0,316.0,0.0,2021-09-01 20:00:00,2021-09-01,20
0.0,383.0,0.0,383.0,0.0,2021-09-01 21:00:00,2021-09-01,21
0.0,374.0,0.0,374.0,0.0,2021-09-01 22:00:00,2021-09-01,22
0.0,355.0,0.0,355.0,0.0,2021-09-01 23:00:00,2021-09-01,23
0.0,156.0,0.0,156.0,0.0,2021-09-02 00:00:00,2021-09-02,0
0.0,143.0,0.0,143.0,0.0,2021-09-02 01:00:00,2021-09-02,1
0.0,141.0,0.0,141.0,0.0,2021-09-02 02:00:00,2021-09-02,2
0.0,177.0,0.0,177.0,0.0,2021-09-02 03:00:00,2021-09-02,3
0.0,161.0,0.0,161.0,0.0,2021-09-02 04:00:00,2021-09-02,4
0.0,176.0,0.0,176.0,0.0,2021-09-02 05:00:00,2021-09-02,5
0.0,212.0,0.0,212.0,0.0,2021-09-02 06:00:00,2021-09-02,6
147.0,143.0,40.0,250.0,107.0,2021-09-02 07:00:00,2021-09-02,7
931.0,237.0,557.0,611.0,374.0,2021-09-02 08:00:00,2021-09-02,8
2271.0,0.0,1889.0,382.0,382.0,2021-09-02 09:00:00,2021-09-02,9
3617.0,0.0,3303.0,314.0,314.0,2021-09-02 10:00:00,2021-09-02,10
4793.0,0.0,3565.0,1228.0,1228.0,2021-09-02 11:00:00,2021-09-02,11
5236.0,0.0,4816.0,420.0,420.0,2021-09-02 12:00:00,2021-09-02,12
5425.0,0.0,4446.0,979.0,979.0,2021-09-02 13:00:00,2021-09-02,13
5236.0,0.0,4722.0,514.0,514.0,2021-09-02 14:00:00,2021-09-02,14
4955.0,0.0,4261.0,694.0,694.0,2021-09-02 15:00:00,2021-09-02,15
4099.0,0.0,3743.0,356.0,356.0,2021-09-02 16:00:00,2021-09-02,16
2784.0,0.0,2439.0,345.0,345.0,2021-09-02 17:00:00,2021-09-02,17
1206.0,0.0,957.0,249.0,249.0,2021-09-02 18:00:00,2021-09-02,18
153.0,173.0,18.0,308.0,135.0,2021-09-02 19:00:00,2021-09-02,19
0.0,388.0,0.0,388.0,0.0,2021-09-02 20:00:00,2021-09-02,20
0.0,474.0,0.0,474.0,0.0,2021-09-02 21:00:00,2021-09-02,21
0.0,551.0,0.0,551.0,0.0,2021-09-02 22:00:00,2021-09-02,22
0.0,403.0,0.0,403.0,0.0,2021-09-02 23:00:00,2021-09-02,23
0.0,245.0,0.0,245.0,0.0,2021-09-03 00:00:00,2021-09-03,0
0.0,148.0,0.0,148.0,0.0,2021-09-03 01:00:00,2021-09-03,1
0.0,138.0,0.0,138.0,0.0,2021-09-03 02:00:00,2021-09-03,2
0.0,180.0,0.0,180.0,0.0,2021-09-03 03:00:00,2021-09-03,3
0.0,135.0,0.0,135.0,0.0,2021-09-03 04:00:00,2021-09-03,4
0.0,161.0,0.0,161.0,0.0,2021-09-03 05:00:00,2021-09-03,5
0.0,200.0,0.0,200.0,0.0,2021-09-03 06:00:00,2021-09-03,6
99.0,114.0,0.0,213.0,99.0,2021-09-03 07:00:00,2021-09-03,7
781.0,68.0,559.0,290.0,222.0,2021-09-03 08:00:00,2021-09-03,8
2266.0,0.0,1915.0,351.0,351.0,2021-09-03 09:00:00,2021-09-03,9
3299.0,15.0,3018.0,296.0,281.0,2021-09-03 10:00:00,2021-09-03,10
4706.0,0.0,4216.0,490.0,490.0,2021-09-03 11:00:00,2021-09-03,11
5165.0,0.0,4750.0,415.0,415.0,2021-09-03 12:00:00,2021-09-03,12
5494.0,0.0,4209.0,1285.0,1285.0,2021-09-03 13:00:00,2021-09-03,13
5181.0,0.0,4789.0,392.0,392.0,2021-09-03 14:00:00,2021-09-03,14
4996.0,0.0,4650.0,346.0,346.0,2021-09-03 15:00:00,2021-09-03,15
4089.0,0.0,3769.0,320.0,320.0,2021-09-03 16:00:00,2021-09-03,16
2761.0,0.0,2499.0,262.0,262.0,2021-09-03 17:00:00,2021-09-03,17
1200.0,57.0,892.0,365.0,308.0,2021-09-03 18:00:00,2021-09-03,18
139.0,196.0,27.0,308.0,112.0,2021-09-03 19:00:00,2021-09-03,19
0.0,449.0,0.0,449.0,0.0,2021-09-03 20:00:00,2021-09-03,20
0.0,415.0,0.0,415.0,0.0,2021-09-03 21:00:00,2021-09-03,21
0.0,448.0,0.0,448.0,0.0,2021-09-03 22:00:00,2021-09-03,22
0.0,345.0,0.0,345.0,0.0,2021-09-03 23:00:00,2021-09-03,23
0.0,152.0,0.0,152.0,0.0,2021-09-04 00:00:00,2021-09-04,0
0.0,153.0,0.0,153.0,0.0,2021-09-04 01:00:00,2021-09-04,1
