Production;Purchased;FeedIn;Consumption;SelfConsumption;Dates
0.0;221.0;0.0;221.0;0.0;16.11.2021 04:00
;234.0;0.0;234.0;0.0;16.11.2021 05:00
;323.0;0.0;323.0;0.0;16.11.2021 06:00
0.0;500.0;0.0;500.0;0.0;16.11.2021 07:00
0.0;389.0;0.0;389.0;0.0;16.11.2021 08:00
209.0;102.0;11.0;300.0;198.0;16.11.2021 09:00
307.0;8.0;47.0;268.0;260.0;16.11.2021 10:00
397.0;1.0;129.0;269.0;268.0;16.11.2021 11:00
321.0;67.0;65.0;323.0;256.0;16.11.2021 12:00
230.0;333.0;15.0;548.0;215.0;16.11.2021 13:00
177.0;213.0;7.0;383.0;170.0;16.11.2021 14:00
66.0;265.0;0.0;331.0;66.0;16.11.2021 15:00
0.0;305.0;0.0;305.0;0.0;16.11.2021 16:00
0.0;214.0;0.0;214.0;0.0;16.11.2021 17:00
0.0;256.0;0.0;256.0;0.0;16.11.2021 18:00
0.0;356.0;0.0;356.0;0.0;16.11.2021 19:00
0.0;321.0;0.0;321.0;0.0;16.11.2021 20:00
0.0;325.0;0.0;325.0;0.0;16.11.2021 21:00
0.0;353.0;0.0;353.0;0.0;16.11.2021 22:00
0.0;296.0;0.0;296.0;0.0;16.11.2021 23:00
0.0;246.0;0.0;246.0;0.0;17.11.2021 00:00
0.0;229.0;0.0;229.0;0.0;17.11.2021 01:00
0.0;279.0;0.0;279.0;0.0;17.11.2021 02:00
0.0;220.0;0.0;220.0;0.0;17.11.2021 03:00
0.0;213.0;0.0;213.0;0.0;17.11.2021 04:00
0.0;242.0;0.0;242.0;0.0;17.11.2021 05:00
0.0;321.0;0.0;321.0;0.0;17.11.2021 06:00
0.0;357.0;0.0;357.0;0.0;17.11.2021 07:00
5.0;324.0;0.0;329.0;5.0;17.11.2021 08:00
146.0;185.0;0.0;331.0;146.0;17.11.2021 09:00
358.0;122.0;106.0;374.0;252.0;17.11.2021 10:00
362.0;96.0;92.0;366.0;270.0;17.11.2021 11:00
167.0;153.0;0.0;320.0;167.0;17.11.2021 12:00
201.0;794.0;0.0;995.0;201.0;17.11.2021 13:00
131.0;391.0;0.0;522.0;131.0;17.11.2021 14:00
198.0;553.0;11.0;740.0;187.0;17.11.2021 15:00
0.0;932.0;0.0;932.0;0.0;17.11.2021 16:00
0.0;342.0;0.0;342.0;0.0;17.11.2021 17:00
0.0;352.0;0.0;352.0;0.0;17.11.2021 18:00
0.0;324.0;0.0;324.0;0.0;17.11.2021 19:00
0.0;342.0;0.0;342.0;0.0;17.11.2021 20:00
0.0;335.0;0.0;335.0;0.0;17.11.2021 21:00
0.0;367.0;0.0;367.0;0.0;17.11.2021 22:00
0.0;350.0;0.0;350.0;0.0;17.11.2021 23:00
0.0;248.0;0.0;248.0;0.0;18.11.2021 00:00
0.0;231.0;0.0;231.0;0.0;18.11.2021 01:00
0.0;227.0;0.0;227.0;0.0;18.11.2021 02:00
0.0;304.0;0.0;304.0;0.0;18.11.2021 03:00
0.0;208.0;0.0;208.0;0.0;18.11.2021 04:00
;246.0;0.0;246.0;0.0;18.11.2021 05:00
;335.0;0.0;335.0;0.0;18.11.2021 06:00
0.0;1782.0;0.0;1782.0;0.0;18.11.2021 07:00
0.0;479.0;0.0;479.0;0.0;18.11.2021 08:00
137.0;305.0;0.0;442.0;137.0;18.11.2021 09:00
565.0;62.0;243.0;384.0;322.0;18.11.2021 10:00
623.0;9.0;354.0;278.0;269.0;18.11.2021 11:00
697.0;0.0;463.0;234.0;234.0;18.11.2021 12:00
1299.0;0.0;1073.0;226.0;226.0;18.11.2021 13:00
596.0;1.0;320.0;277.0;276.0;18.11.2021 14:00
404.0;7.0;223.0;188.0;181.0;18.11.2021 15:00
45.0;185.0;0.0;230.0;45.0;18.11.2021 16:00
;246.0;0.0;246.0;0.0;18.11.2021 17:00
0.0;1153.0;0.0;1153.0;0.0;18.11.2021 18:00
;1069.0;0.0;1069.0;0.0;18.11.2021 19:00
;755.0;0.0;755.0;0.0;18.11.2021 20:00
;349.0;0.0;349.0;0.0;18.11.2021 21:00
;587.0;0.0;587.0;0.0;18.11.2021 22:00
;368.0;0.0;368.0;0.0;18.11.2021 23:00
;245.0;0.0;245.0;0.0;19.11.2021 00:00
;244.0;0.0;244.0;0.0;19.11.2021 01:00
;242.0;0.0;242.0;0.0;19.11.2021 02:00
;223.0;0.0;223.0;0.0;19.11.2021 03:00
0.0;202.0;0.0;202.0;0.0;19.11.2021 04:00
;227.0;0.0;227.0;0.0;19.11.2021 05:00
;264.0;0.0;264.0;0.0;19.11.2021 06:00
0.0;282.0;0.0;282.0;0.0;19.11.2021 07:00
8.0;346.0;0.0;354.0;8.0;19.11.2021 08:00
215.0;216.0;30.0;401.0;185.0;19.11.2021 09:00
356.0;42.0;107.0;291.0;249.0;19.11.2021 10:00
403.0;34.0;181.0;256.0;222.0;19.11.2021 11:00
397.0;26.0;162.0;261.0;235.0;19.11.2021 12:00
255.0;35.0;79.0;211.0;176.0;19.11.2021 13:00
248.0;14.0;71.0;191.0;177.0;19.11.2021 14:00
42.0;446.0;0.0;488.0;42.0;19.11.2021 15:00
0.0;1545.0;0.0;1545.0;0.0;19.11.2021 16:00
0.0;421.0;0.0;421.0;0.0;19.11.2021 17:00
0.0;518.0;0.0;518.0;0.0;19.11.2021 18:00
0.0;629.0;0.0;629.0;0.0;19.11.2021 19:00
0.0;925.0;0.0;925.0;0.0;19.11.2021 20:00
0.0;540.0;0.0;540.0;0.0;19.11.2021 21:00
0.0;309.0;0.0;309.0;0.0;19.11.2021 22:00
0.0;323.0;0.0;323.0;0.0;19.11.2021 23:00
0.0;237.0;0.0;237.0;0.0;20.11.2021 00:00
0.0;231.0;0.0;231.0;0.0;20.11.2021 01:00
0.0;286.0;0.0;286.0;0.0;20.11.2021 02:00
0.0;239.0;0.0;239.0;0.0;20.11.2021 03:00
0.0;223.0;0.0;223.0;0.0;20.11.2021 04:00
0.0;233.0;0.0;233.0;0.0;20.11.2021 05:00
0.0;224.0;0.0;224.0;0.0;20.11.2021 06:00
0.0;229.0;0.0;229.0;0.0;20.11.2021 07:00
134.0;197.0;20.0;311.0;114.0;20.11.2021 08:00
626.0;171.0;270.0;527.0;356.0;20.11.2021 09:00
1059.0;14.0;667.0;406.0;392.0;20.11.2021 10:00
538.0;2.0;232.0;308.0;306.0;20.11.2021 11:00
573.0;142.0;250.0;465.0;323.0;20.11.2021 12:00
453.0;1.0;213.0;241.0;240.0;20.11.2021 13:00
215.0;922.0;15.0;1122.0;200.0;20.11.2021 14:00
76.0;245.0;0.0;321.0;76.0;20.11.2021 15:00
0.0;359.0;0.0;359.0;0.0;20.11.2021 16:00
;398.0;0.0;398.0;0.0;20.11.2021 17:00
0.0;375.0;0.0;375.0;0.0;20.11.2021 18:00
;422.0;0.0;422.0;0.0;20.11.2021 19:00
;461.0;0.0;461.0;0.0;20.11.2021 20:00
;1163.0;0.0;1163.0;0.0;20.11.2021 21:00
;567.0;0.0;567.0;0.0;20.11.2021 22:00
;345.0;0.0;345.0;0.0;20.11.2021 23:00
;280.0;0.0;280.0;0.0;21.11.2021 00:00
;232.0;0.0;232.0;0.0;21.11.2021 01:00
;227.0;0.0;227.0;0.0;21.11.2021 02:00
;221.0;0.0;221.0;0.0;21.11.2021 03:00
0.0;236.0;0.0;236.0;0.0;21.11.2021 04:00
;293.0;0.0;293.0;0.0;21.11.2021 05:00
;253.0;0.0;253.0;0.0;21.11.2021 06:00
0.0;228.0;0.0;228.0;0.0;21.11.2021 07:00
0.0;381.0;0.0;381.0;0.0;21.11.2021 08:00
47.0;260.0;0.0;307.0;47.0;21.11.2021 09:00
115.0;141.0;1.0;255.0;114.0;21.11.2021 10:00
310.0;20.0;99.0;231.0;211.0;21.11.2021 11:00
329.0;2.0;128.0;203.0;201.0;21.11.2021 12:00
240.0;551.0;35.0;756.0;205.0;21.11.2021 13:00
177.0;585.0;0.0;762.0;177.0;21.11.2021 14:00
46.0;1101.0;0.0;1147.0;46.0;21.11.2021 15:00
0.0;1009.0;0.0;1009.0;0.0;21.11.2021 16:00
;551.0;0.0;551.0;0.0;21.11.2021 17:00
0.0;1180.0;0.0;1180.0;0.0;21.11.2021 18:00
;498.0;0.0;498.0;0.0;21.11.2021 19:00
;511.0;0.0;511.0;0.0;21.11.2021 20:00
;1061.0;0.0;1061.0;0.0;21.11.2021 21:00
;445.0;0.0;445.0;0.0;21.11.2021 22:00
;360.0;0.0;360.0;0.0;21.11.2021 23:00
;282.0;0.0;282.0;0.0;22.11.2021 00:00
;230.0;0.0;230.0;0.0;22.11.2021 01:00
;227.0;0.0;227.0;0.0;22.11.2021 02:00
;229.0;0.0;229.0;0.0;22.11.2021 03:00
0.0;240.0;0.0;240.0;0.0;22.11.2021 04:00
;220.0;0.0;220.0;0.0;22.11.2021 05:00
;280.0;0.0;280.0;0.0;22.11.2021 06:00
0.0;477.0;0.0;477.0;0.0;22.11.2021 07:00
0.0;408.0;0.0;408.0;0.0;22.11.2021 08:00
50.0;365.0;0.0;415.0;50.0;22.11.2021 09:00
273.0;119.0;7.0;385.0;266.0;22.11.2021 10:00
275.0;83.0;8.0;350.0;267.0;22.11.2021 11:00
315.0;91.0;24.0;382.0;291.0;22.11.2021 12:00
292.0;339.0;29.0;602.0;263.0;22.11.2021 13:00
110.0;228.0;0.0;338.0;110.0;22.11.2021 14:00
172.0;98.0;12.0;258.0;160.0;22.11.2021 15:00
0.0;477.0;0.0;477.0;0.0;22.11.2021 16:00
;358.0;0.0;358.0;0.0;22.11.2021 17:00
0.0;381.0;0.0;381.0;0.0;22.11.2021 18:00
;372.0;0.0;372.0;0.0;22.11.2021 19:00
;440.0;0.0;440.0;0.0;22.11.2021 20:00
;397.0;0.0;397.0;0.0;22.11.2021 21:00
;381.0;0.0;381.0;0.0;22.11.2021 22:00
;304.0;0.0;304.0;0.0;22.11.2021 23:00
;261.0;0.0;261.0;0.0;23.11.2021 00:00
;240.0;0.0;240.0;0.0;23.11.2021 01:00
;231.0;0.0;231.0;0.0;23.11.2021 02:00
;228.0;0.0;228.0;0.0;23.11.2021 03:00
0.0;272.0;0.0;272.0;0.0;23.11.2021 04:00
;231.0;0.0;231.0;0.0;23.11.2021 05:00
;231.0;0.0;231.0;0.0;23.11.2021 06:00
0.0;455.0;0.0;455.0;0.0;23.11.2021 07:00
886.0;382.0;516.0;752.0;370.0;23.11.2021 08:00
2474.0;0.0;2064.0;410.0;410.0;23.11.2021 09:00
3713.0;0.0;3376.0;337.0;337.0;23.11.2021 10:00
4757.0;0.0;4389.0;368.0;368.0;23.11.2021 11:00
5033.0;0.0;4519.0;514.0;514.0;23.11.2021 12:00
4441.0;0.0;3283.0;1158.0;1158.0;23.11.2021 13:00
3380.0;0.0;2975.0;405.0;405.0;23.11.2021 14:00
1230.0;1.0;821.0;410.0;409.0;23.11.2021 15:00
43.0;288.0;0.0;331.0;43.0;23.11.2021 16:00
;236.0;0.0;236.0;0.0;23.11.2021 17:00
0.0;314.0;0.0;314.0;0.0;23.11.2021 18:00
;422.0;0.0;422.0;0.0;23.11.2021 19:00
;342.0;0.0;342.0;0.0;23.11.2021 20:00
;328.0;0.0;328.0;0.0;23.11.2021 21:00
;390.0;0.0;390.0;0.0;23.11.2021 22:00
;305.0;0.0;305.0;0.0;23.11.2021 23:00
;229.0;0.0;229.0;0.0;24.11.2021 00:00
;231.0;0.0;231.0;0.0;24.11.2021 01:00
;229.0;0.0;229.0;0.0;24.11.2021 02:00
;244.0;0.0;244.0;0.0;24.11.2021 03:00
0.0;285.0;0.0;285.0;0.0;24.11.2021 04:00
;233.0;0.0;233.0;0.0;24.11.2021 05:00
;224.0;0.0;224.0;0.0;24.11.2021 06:00
0.0;369.0;0.0;369.0;0.0;24.11.2021 07:00
251.0;146.0;59.0;338.0;192.0;24.11.2021 08:00
387.0;9.0;78.0;318.0;309.0;24.11.2021 09:00
575.0;56.0;249.0;382.0;326.0;24.11.2021 10:00
2374.0;0.0;2001.0;373.0;373.0;24.11.2021 11:00
3878.0;0.0;3470.0;408.0;408.0;24.11.2021 12:00
4269.0;0.0;2713.0;1556.0;1556.0;24.11.2021 13:00
3157.0;0.0;2202.0;955.0;955.0;24.11.2021 14:00
1182.0;1.0;806.0;377.0;376.0;24.11.2021 15:00
35.0;286.0;0.0;321.0;35.0;24.11.2021 16:00
;316.0;0.0;316.0;0.0;24.11.2021 17:00
0.0;325.0;0.0;325.0;0.0;24.11.2021 18:00
;317.0;0.0;317.0;0.0;24.11.2021 19:00
;390.0;0.0;390.0;0.0;24.11.2021 20:00
;397.0;0.0;397.0;0.0;24.11.2021 21:00
;319.0;0.0;319.0;0.0;24.11.2021 22:00
;387.0;0.0;387.0;0.0;24.11.2021 23:00
;268.0;0.0;268.0;0.0;25.11.2021 00:00
;229.0;0.0;229.0;0.0;25.11.2021 01:00
;224.0;0.0;224.0;0.0;25.11.2021 02:00
;265.0;0.0;265.0;0.0;25.11.2021 03:00
0.0;225.0;0.0;225.0;0.0;25.11.2021 04:00
;226.0;0.0;226.0;0.0;25.11.2021 05:00
;278.0;0.0;278.0;0.0;25.11.2021 06:00
0.0;407.0;0.0;407.0;0.0;25.11.2021 07:00
3.0;492.0;0.0;495.0;3.0;25.11.2021 08:00
146.0;305.0;0.0;451.0;146.0;25.11.2021 09:00
278.0;261.0;0.0;539.0;278.0;25.11.2021 10:00
378.0;84.0;53.0;409.0;325.0;25.11.2021 11:00
270.0;67.0;28.0;309.0;242.0;25.11.2021 12:00
204.0;271.0;2.0;473.0;202.0;25.11.2021 13:00
131.0;176.0;0.0;307.0;131.0;25.11.2021 14:00
0.0;304.0;0.0;304.0;0.0;25.11.2021 15:00
0.0;376.0;0.0;376.0;0.0;25.11.2021 16:00
0.0;511.0;0.0;511.0;0.0;25.11.2021 17:00
0.0;1224.0;0.0;1224.0;0.0;25.11.2021 18:00
;1067.0;0.0;1067.0;0.0;25.11.2021 19:00
;364.0;0.0;364.0;0.0;25.11.2021 20:00
;381.0;0.0;381.0;0.0;25.11.2021 21:00
;343.0;0.0;343.0;0.0;25.11.2021 22:00
;342.0;0.0;342.0;0.0;25.11.2021 23:00
;255.0;0.0;255.0;0.0;26.11.2021 00:00
;233.0;0.0;233.0;0.0;26.11.2021 01:00
;252.0;0.0;252.0;0.0;26.11.2021 02:00
;226.0;0.0;226.0;0.0;26.11.2021 03:00
0.0;215.0;0.0;215.0;0.0;26.11.2021 04:00
;218.0;0.0;218.0;0.0;26.11.2021 05:00
;237.0;0.0;237.0;0.0;26.11.2021 06:00
0.0;260.0;0.0;260.0;0.0;26.11.2021 07:00
0.0;428.0;0.0;428.0;0.0;26.11.2021 08:00
112.0;163.0;0.0;275.0;112.0;26.11.2021 09:00
282.0;375.0;3.0;654.0;279.0;26.11.2021 10:00
285.0;122.0;36.0;371.0;249.0;26.11.2021 11:00
236.0;798.0;11.0;1023.0;225.0;26.11.2021 12:00
454.0;554.0;186.0;822.0;268.0;26.11.2021 13:00
441.0;10.0;164.0;287.0;277.0;26.11.2021 14:00
52.0;314.0;0.0;366.0;52.0;26.11.2021 15:00
0.0;339.0;0.0;339.0;0.0;26.11.2021 16:00
0.0;367.0;0.0;367.0;0.0;26.11.2021 17:00
0.0;637.0;0.0;637.0;0.0;26.11.2021 18:00
0.0;467.0;0.0;467.0;0.0;26.11.2021 19:00
0.0;343.0;0.0;343.0;0.0;26.11.2021 20:00
0.0;330.0;0.0;330.0;0.0;26.11.2021 21:00
0.0;348.0;0.0;348.0;0.0;26.11.2021 22:00
0.0;336.0;0.0;336.0;0.0;26.11.2021 23:00
0.0;224.0;0.0;224.0;0.0;27.11.2021 00:00
0.0;233.0;0.0;233.0;0.0;27.11.2021 01:00
0.0;233.0;0.0;233.0;0.0;27.11.2021 02:00
0.0;224.0;0.0;224.0;0.0;27.11.2021 03:00
0.0;236.0;0.0;236.0;0.0;27.11.2021 04:00
0.0;304.0;0.0;304.0;0.0;27.11.2021 05:00
0.0;253.0;0.0;253.0;0.0;27.11.2021 06:00
0.0;233.0;0.0;233.0;0.0;27.11.2021 07:00
50.0;147.0;4.0;193.0;46.0;27.11.2021 08:00
841.0;63.0;574.0;330.0;267.0;27.11.2021 09:00
486.0;55.0;250.0;291.0;236.0;27.11.2021 10:00
1057.0;9.0;767.0;299.0;290.0;27.11.2021 11:00
127.0;308.0;24.0;411.0;103.0;27.11.2021 12:00
569.0;23.0;273.0;319.0;296.0;27.11.2021 13:00
32.0;1020.0;0.0;1052.0;32.0;27.11.2021 14:00
676.0;103.0;394.0;385.0;282.0;27.11.2021 15:00
9.0;755.0;0.0;764.0;9.0;27.11.2021 16:00
;1121.0;0.0;1121.0;0.0;27.11.2021 17:00
0.0;452.0;0.0;452.0;0.0;27.11.2021 18:00
;382.0;0.0;382.0;0.0;27.11.2021 19:00
;329.0;0.0;329.0;0.0;27.11.2021 20:00
;331.0;0.0;331.0;0.0;27.11.2021 21:00
;317.0;0.0;317.0;0.0;27.11.2021 22:00
;312.0;0.0;312.0;0.0;27.11.2021 23:00
;316.0;0.0;316.0;0.0;28.11.2021 00:00
;236.0;0.0;236.0;0.0;28.11.2021 01:00
;230.0;0.0;230.0;0.0;28.11.2021 02:00
;222.0;0.0;222.0;0.0;28.11.2021 03:00
0.0;224.0;0.0;224.0;0.0;28.11.2021 04:00
;233.0;0.0;233.0;0.0;28.11.2021 05:00
;238.0;0.0;238.0;0.0;28.11.2021 06:00
0.0;231.0;0.0;231.0;0.0;28.11.2021 07:00
15.0;188.0;0.0;203.0;15.0;28.11.2021 08:00
181.0;166.0;3.0;344.0;178.0;28.11.2021 09:00
342.0;58.0;117.0;283.0;225.0;28.11.2021 10:00
336.0;193.0;50.0;479.0;286.0;28.11.2021 11:00
389.0;6.0;43.0;352.0;346.0;28.11.2021 12:00
442.0;1135.0;13.0;1564.0;429.0;28.11.2021 13:00
360.0;132.0;37.0;455.0;323.0;28.11.2021 14:00
98.0;308.0;0.0;406.0;98.0;28.11.2021 15:00
0.0;418.0;0.0;418.0;0.0;28.11.2021 16:00
0.0;807.0;0.0;807.0;0.0;28.11.2021 17:00
0.0;596.0;0.0;596.0;0.0;28.11.2021 18:00
0.0;467.0;0.0;467.0;0.0;28.11.2021 19:00
0.0;441.0;0.0;441.0;0.0;28.11.2021 20:00
0.0;531.0;0.0;531.0;0.0;28.11.2021 21:00
0.0;539.0;0.0;539.0;0.0;28.11.2021 22:00
0.0;332.0;0.0;332.0;0.0;28.11.2021 23:00
0.0;287.0;0.0;287.0;0.0;29.11.2021 00:00
0.0;244.0;0.0;244.0;0.0;29.11.2021 01:00
0.0;241.0;0.0;241.0;0.0;29.11.2021 02:00
0.0;234.0;0.0;234.0;0.0;29.11.2021 03:00
0.0;241.0;0.0;241.0;0.0;29.11.2021 04:00
0.0;234.0;0.0;234.0;0.0;29.11.2021 05:00
0.0;253.0;0.0;253.0;0.0;29.11.2021 06:00
0.0;373.0;0.0;373.0;0.0;29.11.2021 07:00
9.0;487.0;0.0;496.0;9.0;29.11.2021 08:00
647.0;63.0;348.0;362.0;299.0;29.11.2021 09:00
2618.0;2.0;2233.0;387.0;385.0;29.11.2021 10:00
1060.0;0.0;738.0;322.0;322.0;29.11.2021 11:00
1342.0;12.0;971.0;383.0;371.0;29.11.2021 12:00
925.0;151.0;512.0;564.0;413.0;29.11.2021 13:00
794.0;11.0;491.0;314.0;303.0;29.11.2021 14:00
178.0;172.0;39.0;311.0;139.0;29.11.2021 15:00
0.0;584.0;0.0;584.0;0.0;29.11.2021 16:00
;468.0;0.0;468.0;0.0;29.11.2021 17:00
0.0;361.0;0.0;361.0;0.0;29.11.2021 18:00
;411.0;0.0;411.0;0.0;29.11.2021 19:00
;475.0;0.0;475.0;0.0;29.11.2021 20:00
;346.0;0.0;346.0;0.0;29.11.2021 21:00
;386.0;0.0;386.0;0.0;29.11.2021 22:00
;344.0;0.0;344.0;0.0;29.11.2021 23:00
;291.0;0.0;291.0;0.0;30.11.2021 00:00
;223.0;0.0;223.0;0.0;30.11.2021 01:00
;228.0;0.0;228.0;0.0;30.11.2021 02:00
;229.0;0.0;229.0;0.0;30.11.2021 03:00
0.0;211.0;0.0;211.0;0.0;30.11.2021 04:00
;275.0;0.0;275.0;0.0;30.11.2021 05:00
;230.0;0.0;230.0;0.0;30.11.2021 06:00
0.0;327.0;0.0;327.0;0.0;30.11.2021 07:00
0.0;451.0;0.0;451.0;0.0;30.11.2021 08:00
46.0;401.0;0.0;447.0;46.0;30.11.2021 09:00
95.0;221.0;0.0;316.0;95.0;30.11.2021 10:00
43.0;268.0;0.0;311.0;43.0;30.11.2021 11:00
13.0;353.0;0.0;366.0;13.0;30.11.2021 12:00
44.0;946.0;0.0;990.0;44.0;30.11.2021 13:00
55.0;333.0;0.0;388.0;55.0;30.11.2021 14:00
10.0;309.0;0.0;319.0;10.0;30.11.2021 15:00
0.0;339.0;0.0;339.0;0.0;30.11.2021 16:00
0.0;250.0;0.0;250.0;0.0;30.11.2021 17:00
0.0;261.0;0.0;261.0;0.0;30.11.2021 18:00
0.0;341.0;0.0;341.0;0.0;30.11.2021 19:00
0.0;390.0;0.0;390.0;0.0;30.11.2021 20:00
0.0;427.0;0.0;427.0;0.0;30.11.2021 21:00
0.0;595.0;0.0;595.0;0.0;30.11.2021 22:00
0.0;382.0;0.0;382.0;0.0;30.11.2021 23:00
0.0;233.0;0.0;233.0;0.0;01.12.2021 00:00
0.0;233.0;0.0;233.0;0.0;01.12.2021 01:00
0.0;232.0;0.0;232.0;0.0;01.12.2021 02:00
0.0;274.0;0.0;274.0;0.0;01.12.2021 03:00
0.0;226.0;0.0;226.0;0.0;01.12.2021 04:00
0.0;233.0;0.0;233.0;0.0;01.12.2021 05:00
0.0;272.0;0.0;272.0;0.0;01.12.2021 06:00
0.0;430.0;0.0;430.0;0.0;01.12.2021 07:00
56.0;256.0;0.0;312.0;56.0;01.12.2021 08:00
361.0;62.0;133.0;290.0;228.0;01.12.2021 09:00
410.0;29.0;73.0;366.0;337.0;01.12.2021 10:00
357.0;114.0;16.0;455.0;341.0;01.12.2021 11:00
577.0;9.0;179.0;407.0;398.0;01.12.2021 12:00
762.0;378.0;320.0;820.0;442.0;01.12.2021 13:00
326.0;316.0;48.0;594.0;278.0;01.12.2021 14:00
29.0;822.0;0.0;851.0;29.0;01.12.2021 15:00
0.0;815.0;0.0;815.0;0.0;01.12.2021 16:00
;340.0;0.0;340.0;0.0;01.12.2021 17:00
0.0;395.0;0.0;395.0;0.0;01.12.2021 18:00
;397.0;0.0;397.0;0.0;01.12.2021 19:00
;367.0;0.0;367.0;0.0;01.12.2021 20:00
;392.0;0.0;392.0;0.0;01.12.2021 21:00
;351.0;0.0;351.0;0.0;01.12.2021 22:00
;327.0;0.0;327.0;0.0;01.12.2021 23:00
;346.0;0.0;346.0;0.0;02.12.2021 00:00
;224.0;0.0;224.0;0.0;02.12.2021 01:00
;226.0;0.0;226.0;0.0;02.12.2021 02:00
;245.0;0.0;245.0;0.0;02.12.2021 03:00
0.0;212.0;0.0;212.0;0.0;02.12.2021 04:00
;216.0;0.0;216.0;0.0;02.12.2021 05:00
;291.0;0.0;291.0;0.0;02.12.2021 06:00
0.0;492.0;0.0;492.0;0.0;02.12.2021 07:00
6.0;494.0;0.0;500.0;6.0;02.12.2021 08:00
104.0;330.0;0.0;434.0;104.0;02.12.2021 09:00
82.0;345.0;0.0;427.0;82.0;02.12.2021 10:00
324.0;157.0;40.0;441.0;284.0;02.12.2021 11:00
376.0;62.0;51.0;387.0;325.0;02.12.2021 12:00
521.0;187.0;164.0;544.0;357.0;02.12.2021 13:00
363.0;66.0;121.0;308.0;242.0;02.12.2021 14:00
116.0;189.0;0.0;305.0;116.0;02.12.2021 15:00
0.0;707.0;0.0;707.0;0.0;02.12.2021 16:00
0.0;351.0;0.0;351.0;0.0;02.12.2021 17:00
0.0;401.0;0.0;401.0;0.0;02.12.2021 18:00
0.0;425.0;0.0;425.0;0.0;02.12.2021 19:00
0.0;508.0;0.0;508.0;0.0;02.12.2021 20:00
0.0;534.0;0.0;534.0;0.0;02.12.2021 21:00
0.0;449.0;0.0;449.0;0.0;02.12.2021 22:00
0.0;360.0;0.0;360.0;0.0;02.12.2021 23:00
0.0;332.0;0.0;332.0;0.0;03.12.2021 00:00
0.0;245.0;0.0;245.0;0.0;03.12.2021 01:00
0.0;243.0;0.0;243.0;0.0;03.12.2021 02:00
0.0;225.0;0.0;225.0;0.0;03.12.2021 03:00
0.0;237.0;0.0;237.0;0.0;03.12.2021 04:00
0.0;248.0;0.0;248.0;0.0;03.12.2021 05:00
0.0;257.0;0.0;257.0;0.0;03.12.2021 06:00
0.0;236.0;0.0;236.0;0.0;03.12.2021 07:00
56.0;346.0;1.0;401.0;55.0;03.12.2021 08:00
1128.0;83.0;807.0;404.0;321.0;03.12.2021 09:00
1849.0;23.0;1431.0;441.0;418.0;03.12.2021 10:00
2831.0;0.0;2464.0;367.0;367.0;03.12.2021 11:00
2414.0;202.0;1097.0;1519.0;1317.0;03.12.2021 12:00
2322.0;132.0;1823.0;631.0;499.0;03.12.2021 13:00
1961.0;0.0;1690.0;271.0;271.0;03.12.2021 14:00
389.0;56.0;64.0;381.0;325.0;03.12.2021 15:00
28.0;365.0;0.0;393.0;28.0;03.12.2021 16:00
;363.0;0.0;363.0;0.0;03.12.2021 17:00
0.0;560.0;0.0;560.0;0.0;03.12.2021 18:00
;402.0;0.0;402.0;0.0;03.12.2021 19:00
;440.0;0.0;440.0;0.0;03.12.2021 20:00
;398.0;0.0;398.0;0.0;03.12.2021 21:00
;320.0;0.0;320.0;0.0;03.12.2021 22:00
;353.0;0.0;353.0;0.0;03.12.2021 23:00
;417.0;0.0;417.0;0.0;04.12.2021 00:00
;321.0;0.0;321.0;0.0;04.12.2021 01:00
;237.0;0.0;237.0;0.0;04.12.2021 02:00
;230.0;0.0;230.0;0.0;04.12.2021 03:00
0.0;192.0;0.0;192.0;0.0;04.12.2021 04:00
;219.0;0.0;219.0;0.0;04.12.2021 05:00
;264.0;0.0;264.0;0.0;04.12.2021 06:00
;288.0;0.0;288.0;0.0;04.12.2021 07:00
3.0;307.0;0.0;310.0;3.0;04.12.2021 08:00
110.0;215.0;0.0;325.0;110.0;04.12.2021 09:00
202.0;57.0;18.0;241.0;184.0;04.12.2021 10:00
339.0;2.0;107.0;234.0;232.0;04.12.2021 11:00
315.0;52.0;38.0;329.0;277.0;04.12.2021 12:00
207.0;651.0;0.0;858.0;207.0;04.12.2021 13:00
49.0;364.0;0.0;413.0;49.0;04.12.2021 14:00
0.0;413.0;0.0;413.0;0.0;04.12.2021 15:00
0.0;473.0;0.0;473.0;0.0;04.12.2021 16:00
;1135.0;0.0;1135.0;0.0;04.12.2021 17:00
0.0;570.0;0.0;570.0;0.0;04.12.2021 18:00
;435.0;0.0;435.0;0.0;04.12.2021 19:00
;561.0;0.0;561.0;0.0;04.12.2021 20:00
;1070.0;0.0;1070.0;0.0;04.12.2021 21:00
;397.0;0.0;397.0;0.0;04.12.2021 22:00
;343.0;0.0;343.0;0.0;04.12.2021 23:00
;258.0;0.0;258.0;0.0;05.12.2021 00:00
;234.0;0.0;234.0;0.0;05.12.2021 01:00
;222.0;0.0;222.0;0.0;05.12.2021 02:00
;224.0;0.0;224.0;0.0;05.12.2021 03:00
0.0;197.0;0.0;197.0;0.0;05.12.2021 04:00
;256.0;0.0;256.0;0.0;05.12.2021 05:00
;232.0;0.0;232.0;0.0;05.12.2021 06:00
0.0;228.0;0.0;228.0;0.0;05.12.2021 07:00
22.0;183.0;0.0;205.0;22.0;05.12.2021 08:00
808.0;85.0;561.0;332.0;247.0;05.12.2021 09:00
