Production;Purchased;FeedIn;Consumption;SelfConsumption;Dates
;222.0;0.0;222.0;0.0;01.06.2021 00:00
;142.0;0.0;142.0;0.0;01.06.2021 01:00
;148.0;0.0;148.0;0.0;01.06.2021 02:00
;159.0;0.0;159.0;0.0;01.06.2021 03:00
;123.0;0.0;123.0;0.0;01.06.2021 04:00
0.0;156.0;0.0;156.0;0.0;01.06.2021 05:00
114.0;82.0;6.0;190.0;108.0;01.06.2021 06:00
314.0;93.0;124.0;283.0;190.0;01.06.2021 07:00
1270.0;0.0;1060.0;210.0;210.0;01.06.2021 08:00
2697.0;0.0;2428.0;269.0;269.0;01.06.2021 09:00
4018.0;0.0;3625.0;393.0;393.0;01.06.2021 10:00
4996.0;0.0;4611.0;385.0;385.0;01.06.2021 11:00
5235.0;0.0;4820.0;415.0;415.0;01.06.2021 12:00
5393.0;0.0;4245.0;1148.0;1148.0;01.06.2021 13:00
5173.0;0.0;4830.0;343.0;343.0;01.06.2021 14:00
5114.0;0.0;4706.0;408.0;408.0;01.06.2021 15:00
4391.0;0.0;3968.0;423.0;423.0;01.06.2021 16:00
3147.0;0.0;2840.0;307.0;307.0;01.06.2021 17:00
1678.0;0.0;1447.0;231.0;231.0;01.06.2021 18:00
482.0;13.0;241.0;254.0;241.0;01.06.2021 19:00
76.0;252.0;2.0;326.0;74.0;01.06.2021 20:00
0.0;337.0;0.0;337.0;0.0;01.06.2021 21:00
;318.0;0.0;318.0;0.0;01.06.2021 22:00
0.0;249.0;0.0;249.0;0.0;01.06.2021 23:00
;227.0;0.0;227.0;0.0;02.06.2021 00:00
;166.0;0.0;166.0;0.0;02.06.2021 01:00
;141.0;0.0;141.0;0.0;02.06.2021 02:00
;145.0;0.0;145.0;0.0;02.06.2021 03:00
;172.0;0.0;172.0;0.0;02.06.2021 04:00
1.0;164.0;0.0;165.0;1.0;02.06.2021 05:00
112.0;202.0;8.0;306.0;104.0;02.06.2021 06:00
305.0;969.0;0.0;1274.0;305.0;02.06.2021 07:00
1255.0;78.0;921.0;412.0;334.0;02.06.2021 08:00
2701.0;0.0;2392.0;309.0;309.0;02.06.2021 09:00
3942.0;0.0;3599.0;343.0;343.0;02.06.2021 10:00
4920.0;0.0;4462.0;458.0;458.0;02.06.2021 11:00
5204.0;0.0;4815.0;389.0;389.0;02.06.2021 12:00
5215.0;0.0;4794.0;421.0;421.0;02.06.2021 13:00
5379.0;0.0;4319.0;1060.0;1060.0;02.06.2021 14:00
4996.0;0.0;4587.0;409.0;409.0;02.06.2021 15:00
4286.0;0.0;3895.0;391.0;391.0;02.06.2021 16:00
3057.0;0.0;2757.0;300.0;300.0;02.06.2021 17:00
1633.0;0.0;1423.0;210.0;210.0;02.06.2021 18:00
458.0;13.0;271.0;200.0;187.0;02.06.2021 19:00
79.0;186.0;0.0;265.0;79.0;02.06.2021 20:00
0.0;329.0;0.0;329.0;0.0;02.06.2021 21:00
;270.0;0.0;270.0;0.0;02.06.2021 22:00
0.0;289.0;0.0;289.0;0.0;02.06.2021 23:00
;198.0;0.0;198.0;0.0;03.06.2021 00:00
;146.0;0.0;146.0;0.0;03.06.2021 01:00
;146.0;0.0;146.0;0.0;03.06.2021 02:00
;140.0;0.0;140.0;0.0;03.06.2021 03:00
;145.0;0.0;145.0;0.0;03.06.2021 04:00
0.0;172.0;0.0;172.0;0.0;03.06.2021 05:00
150.0;24.0;53.0;121.0;97.0;03.06.2021 06:00
486.0;1.0;328.0;159.0;158.0;03.06.2021 07:00
1683.0;0.0;1425.0;258.0;258.0;03.06.2021 08:00
1713.0;7.0;1364.0;356.0;349.0;03.06.2021 09:00
2427.0;0.0;2057.0;370.0;370.0;03.06.2021 10:00
4420.0;0.0;4131.0;289.0;289.0;03.06.2021 11:00
5099.0;0.0;4833.0;266.0;266.0;03.06.2021 12:00
2048.0;304.0;1576.0;776.0;472.0;03.06.2021 13:00
1830.0;116.0;1509.0;437.0;321.0;03.06.2021 14:00
4486.0;1.0;3579.0;908.0;907.0;03.06.2021 15:00
3000.0;78.0;2276.0;802.0;724.0;03.06.2021 16:00
2840.0;11.0;2383.0;468.0;457.0;03.06.2021 17:00
841.0;0.0;595.0;246.0;246.0;03.06.2021 18:00
426.0;4.0;160.0;270.0;266.0;03.06.2021 19:00
65.0;205.0;1.0;269.0;64.0;03.06.2021 20:00
0.0;370.0;0.0;370.0;0.0;03.06.2021 21:00
;313.0;0.0;313.0;0.0;03.06.2021 22:00
0.0;313.0;0.0;313.0;0.0;03.06.2021 23:00
;299.0;0.0;299.0;0.0;04.06.2021 00:00
;163.0;0.0;163.0;0.0;04.06.2021 01:00
;154.0;0.0;154.0;0.0;04.06.2021 02:00
;216.0;0.0;216.0;0.0;04.06.2021 03:00
;131.0;0.0;131.0;0.0;04.06.2021 04:00
5.0;158.0;0.0;163.0;5.0;04.06.2021 05:00
216.0;14.0;77.0;153.0;139.0;04.06.2021 06:00
330.0;74.0;159.0;245.0;171.0;04.06.2021 07:00
818.0;37.0;647.0;208.0;171.0;04.06.2021 08:00
1132.0;43.0;836.0;339.0;296.0;04.06.2021 09:00
2016.0;1.0;1744.0;273.0;272.0;04.06.2021 10:00
4781.0;0.0;3998.0;783.0;783.0;04.06.2021 11:00
5243.0;0.0;4752.0;491.0;491.0;04.06.2021 12:00
3548.0;0.0;3146.0;402.0;402.0;04.06.2021 13:00
336.0;476.0;39.0;773.0;297.0;04.06.2021 14:00
456.0;76.0;142.0;390.0;314.0;04.06.2021 15:00
658.0;42.0;404.0;296.0;254.0;04.06.2021 16:00
790.0;14.0;526.0;278.0;264.0;04.06.2021 17:00
1069.0;1.0;788.0;282.0;281.0;04.06.2021 18:00
677.0;228.0;370.0;535.0;307.0;04.06.2021 19:00
101.0;363.0;0.0;464.0;101.0;04.06.2021 20:00
0.0;241.0;0.0;241.0;0.0;04.06.2021 21:00
;649.0;0.0;649.0;0.0;04.06.2021 22:00
0.0;301.0;0.0;301.0;0.0;04.06.2021 23:00
;179.0;0.0;179.0;0.0;05.06.2021 00:00
;149.0;0.0;149.0;0.0;05.06.2021 01:00
;141.0;0.0;141.0;0.0;05.06.2021 02:00
;188.0;0.0;188.0;0.0;05.06.2021 03:00
;122.0;0.0;122.0;0.0;05.06.2021 04:00
77.0;80.0;21.0;136.0;56.0;05.06.2021 05:00
79.0;70.0;2.0;147.0;77.0;05.06.2021 06:00
417.0;1.0;272.0;146.0;145.0;05.06.2021 07:00
1441.0;6.0;1135.0;312.0;306.0;05.06.2021 08:00
2230.0;0.0;1979.0;251.0;251.0;05.06.2021 09:00
1847.0;2.0;1482.0;367.0;365.0;05.06.2021 10:00
1633.0;0.0;1346.0;287.0;287.0;05.06.2021 11:00
2389.0;0.0;2090.0;299.0;299.0;05.06.2021 12:00
1811.0;151.0;974.0;988.0;837.0;05.06.2021 13:00
4006.0;0.0;3648.0;358.0;358.0;05.06.2021 14:00
2198.0;76.0;1653.0;621.0;545.0;05.06.2021 15:00
445.0;451.0;75.0;821.0;370.0;05.06.2021 16:00
373.0;111.0;110.0;374.0;263.0;05.06.2021 17:00
409.0;17.0;111.0;315.0;298.0;05.06.2021 18:00
521.0;20.0;191.0;350.0;330.0;05.06.2021 19:00
156.0;243.0;0.0;399.0;156.0;05.06.2021 20:00
0.0;263.0;0.0;263.0;0.0;05.06.2021 21:00
;260.0;0.0;260.0;0.0;05.06.2021 22:00
0.0;268.0;0.0;268.0;0.0;05.06.2021 23:00
;315.0;0.0;315.0;0.0;06.06.2021 00:00
;151.0;0.0;151.0;0.0;06.06.2021 01:00
;147.0;0.0;147.0;0.0;06.06.2021 02:00
;148.0;0.0;148.0;0.0;06.06.2021 03:00
;139.0;0.0;139.0;0.0;06.06.2021 04:00
0.0;174.0;0.0;174.0;0.0;06.06.2021 05:00
31.0;98.0;0.0;129.0;31.0;06.06.2021 06:00
114.0;39.0;22.0;131.0;92.0;06.06.2021 07:00
156.0;160.0;19.0;297.0;137.0;06.06.2021 08:00
179.0;118.0;31.0;266.0;148.0;06.06.2021 09:00
293.0;102.0;68.0;327.0;225.0;06.06.2021 10:00
552.0;8.0;306.0;254.0;246.0;06.06.2021 11:00
556.0;50.0;192.0;414.0;364.0;06.06.2021 12:00
668.0;1037.0;231.0;1474.0;437.0;06.06.2021 13:00
954.0;51.0;603.0;402.0;351.0;06.06.2021 14:00
762.0;9.0;481.0;290.0;281.0;06.06.2021 15:00
424.0;113.0;214.0;323.0;210.0;06.06.2021 16:00
295.0;39.0;72.0;262.0;223.0;06.06.2021 17:00
545.0;1.0;338.0;208.0;207.0;06.06.2021 18:00
161.0;85.0;10.0;236.0;151.0;06.06.2021 19:00
50.0;390.0;0.0;440.0;50.0;06.06.2021 20:00
0.0;559.0;0.0;559.0;0.0;06.06.2021 21:00
;499.0;0.0;499.0;0.0;06.06.2021 22:00
0.0;357.0;0.0;357.0;0.0;06.06.2021 23:00
;229.0;0.0;229.0;0.0;07.06.2021 00:00
;147.0;0.0;147.0;0.0;07.06.2021 01:00
;136.0;0.0;136.0;0.0;07.06.2021 02:00
;174.0;0.0;174.0;0.0;07.06.2021 03:00
;129.0;0.0;129.0;0.0;07.06.2021 04:00
0.0;167.0;0.0;167.0;0.0;07.06.2021 05:00
1.0;156.0;0.0;157.0;1.0;07.06.2021 06:00
152.0;157.0;18.0;291.0;134.0;07.06.2021 07:00
189.0;615.0;3.0;801.0;186.0;07.06.2021 08:00
483.0;347.0;90.0;740.0;393.0;07.06.2021 09:00
775.0;1.0;503.0;273.0;272.0;07.06.2021 10:00
821.0;10.0;561.0;270.0;260.0;07.06.2021 11:00
1036.0;31.0;742.0;325.0;294.0;07.06.2021 12:00
1217.0;137.0;882.0;472.0;335.0;07.06.2021 13:00
1079.0;61.0;799.0;341.0;280.0;07.06.2021 14:00
1264.0;2.0;1008.0;258.0;256.0;07.06.2021 15:00
1843.0;0.0;1595.0;248.0;248.0;07.06.2021 16:00
989.0;70.0;701.0;358.0;288.0;07.06.2021 17:00
1114.0;34.0;730.0;418.0;384.0;07.06.2021 18:00
395.0;69.0;147.0;317.0;248.0;07.06.2021 19:00
14.0;298.0;0.0;312.0;14.0;07.06.2021 20:00
;242.0;0.0;242.0;0.0;07.06.2021 21:00
0.0;282.0;0.0;282.0;0.0;07.06.2021 22:00
;337.0;0.0;337.0;0.0;07.06.2021 23:00
;192.0;0.0;192.0;0.0;08.06.2021 00:00
;171.0;0.0;171.0;0.0;08.06.2021 01:00
;141.0;0.0;141.0;0.0;08.06.2021 02:00
;178.0;0.0;178.0;0.0;08.06.2021 03:00
;143.0;0.0;143.0;0.0;08.06.2021 04:00
0.0;156.0;0.0;156.0;0.0;08.06.2021 05:00
69.0;81.0;8.0;142.0;61.0;08.06.2021 06:00
259.0;111.0;69.0;301.0;190.0;08.06.2021 07:00
484.0;76.0;221.0;339.0;263.0;08.06.2021 08:00
895.0;47.0;586.0;356.0;309.0;08.06.2021 09:00
1672.0;0.0;1416.0;256.0;256.0;08.06.2021 10:00
2216.0;0.0;1831.0;385.0;385.0;08.06.2021 11:00
3268.0;0.0;2870.0;398.0;398.0;08.06.2021 12:00
4007.0;58.0;2901.0;1164.0;1106.0;08.06.2021 13:00
4323.0;0.0;4010.0;313.0;313.0;08.06.2021 14:00
3281.0;0.0;3067.0;214.0;214.0;08.06.2021 15:00
3712.0;0.0;3444.0;268.0;268.0;08.06.2021 16:00
2808.0;3.0;2376.0;435.0;432.0;08.06.2021 17:00
914.0;316.0;659.0;571.0;255.0;08.06.2021 18:00
45.0;723.0;0.0;768.0;45.0;08.06.2021 19:00
0.0;370.0;0.0;370.0;0.0;08.06.2021 20:00
0.0;373.0;0.0;373.0;0.0;08.06.2021 21:00
;605.0;0.0;605.0;0.0;08.06.2021 22:00
0.0;742.0;0.0;742.0;0.0;08.06.2021 23:00
;361.0;0.0;361.0;0.0;09.06.2021 00:00
;152.0;0.0;152.0;0.0;09.06.2021 01:00
;161.0;0.0;161.0;0.0;09.06.2021 02:00
;133.0;0.0;133.0;0.0;09.06.2021 03:00
;138.0;0.0;138.0;0.0;09.06.2021 04:00
0.0;187.0;0.0;187.0;0.0;09.06.2021 05:00
66.0;67.0;8.0;125.0;58.0;09.06.2021 06:00
468.0;59.0;252.0;275.0;216.0;09.06.2021 07:00
1000.0;78.0;659.0;419.0;341.0;09.06.2021 08:00
2673.0;16.0;2063.0;626.0;610.0;09.06.2021 09:00
2772.0;7.0;2130.0;649.0;642.0;09.06.2021 10:00
4686.0;0.0;3822.0;864.0;864.0;09.06.2021 11:00
4044.0;66.0;3131.0;979.0;913.0;09.06.2021 12:00
2318.0;0.0;2037.0;281.0;281.0;09.06.2021 13:00
2944.0;1.0;2617.0;328.0;327.0;09.06.2021 14:00
934.0;4.0;656.0;282.0;278.0;09.06.2021 15:00
642.0;55.0;314.0;383.0;328.0;09.06.2021 16:00
843.0;151.0;471.0;523.0;372.0;09.06.2021 17:00
967.0;835.0;472.0;1330.0;495.0;09.06.2021 18:00
667.0;16.0;429.0;254.0;238.0;09.06.2021 19:00
65.0;266.0;0.0;331.0;65.0;09.06.2021 20:00
0.0;333.0;0.0;333.0;0.0;09.06.2021 21:00
;335.0;0.0;335.0;0.0;09.06.2021 22:00
0.0;259.0;0.0;259.0;0.0;09.06.2021 23:00
;173.0;0.0;173.0;0.0;10.06.2021 00:00
;145.0;0.0;145.0;0.0;10.06.2021 01:00
;143.0;0.0;143.0;0.0;10.06.2021 02:00
;172.0;0.0;172.0;0.0;10.06.2021 03:00
;127.0;0.0;127.0;0.0;10.06.2021 04:00
0.0;158.0;0.0;158.0;0.0;10.06.2021 05:00
182.0;18.0;72.0;128.0;110.0;10.06.2021 06:00
472.0;87.0;262.0;297.0;210.0;10.06.2021 07:00
1182.0;4.0;929.0;257.0;253.0;10.06.2021 08:00
2663.0;0.0;2381.0;282.0;282.0;10.06.2021 09:00
3480.0;5.0;2462.0;1023.0;1018.0;10.06.2021 10:00
4579.0;0.0;3622.0;957.0;957.0;10.06.2021 11:00
5062.0;0.0;4391.0;671.0;671.0;10.06.2021 12:00
4718.0;25.0;3483.0;1260.0;1235.0;10.06.2021 13:00
2810.0;0.0;2467.0;343.0;343.0;10.06.2021 14:00
1660.0;6.0;1365.0;301.0;295.0;10.06.2021 15:00
3038.0;1.0;2698.0;341.0;340.0;10.06.2021 16:00
2649.0;0.0;2362.0;287.0;287.0;10.06.2021 17:00
1370.0;17.0;1049.0;338.0;321.0;10.06.2021 18:00
728.0;0.0;499.0;229.0;229.0;10.06.2021 19:00
245.0;77.0;36.0;286.0;209.0;10.06.2021 20:00
0.0;345.0;0.0;345.0;0.0;10.06.2021 21:00
;260.0;0.0;260.0;0.0;10.06.2021 22:00
0.0;219.0;0.0;219.0;0.0;10.06.2021 23:00
;165.0;0.0;165.0;0.0;11.06.2021 00:00
;140.0;0.0;140.0;0.0;11.06.2021 01:00
;179.0;0.0;179.0;0.0;11.06.2021 02:00
;144.0;0.0;144.0;0.0;11.06.2021 03:00
;127.0;0.0;127.0;0.0;11.06.2021 04:00
13.0;161.0;0.0;174.0;13.0;11.06.2021 05:00
192.0;4.0;66.0;130.0;126.0;11.06.2021 06:00
447.0;75.0;263.0;259.0;184.0;11.06.2021 07:00
1218.0;17.0;931.0;304.0;287.0;11.06.2021 08:00
2491.0;0.0;2033.0;458.0;458.0;11.06.2021 09:00
3678.0;3.0;3127.0;554.0;551.0;11.06.2021 10:00
4732.0;0.0;4412.0;320.0;320.0;11.06.2021 11:00
5279.0;0.0;4516.0;763.0;763.0;11.06.2021 12:00
5405.0;0.0;4399.0;1006.0;1006.0;11.06.2021 13:00
4919.0;0.0;4557.0;362.0;362.0;11.06.2021 14:00
4520.0;0.0;4166.0;354.0;354.0;11.06.2021 15:00
4437.0;0.0;4056.0;381.0;381.0;11.06.2021 16:00
2768.0;0.0;2455.0;313.0;313.0;11.06.2021 17:00
1595.0;0.0;1324.0;271.0;271.0;11.06.2021 18:00
515.0;22.0;211.0;326.0;304.0;11.06.2021 19:00
103.0;156.0;0.0;259.0;103.0;11.06.2021 20:00
0.0;262.0;0.0;262.0;0.0;11.06.2021 21:00
;272.0;0.0;272.0;0.0;11.06.2021 22:00
0.0;232.0;0.0;232.0;0.0;11.06.2021 23:00
;217.0;0.0;217.0;0.0;12.06.2021 00:00
;154.0;0.0;154.0;0.0;12.06.2021 01:00
;145.0;0.0;145.0;0.0;12.06.2021 02:00
;156.0;0.0;156.0;0.0;12.06.2021 03:00
;131.0;0.0;131.0;0.0;12.06.2021 04:00
0.0;185.0;0.0;185.0;0.0;12.06.2021 05:00
188.0;24.0;76.0;136.0;112.0;12.06.2021 06:00
577.0;1.0;439.0;139.0;138.0;12.06.2021 07:00
1215.0;30.0;954.0;291.0;261.0;12.06.2021 08:00
2217.0;1.0;1864.0;354.0;353.0;12.06.2021 09:00
3391.0;1.0;2718.0;674.0;673.0;12.06.2021 10:00
4235.0;0.0;3754.0;481.0;481.0;12.06.2021 11:00
4958.0;0.0;4618.0;340.0;340.0;12.06.2021 12:00
4807.0;2.0;4062.0;747.0;745.0;12.06.2021 13:00
4798.0;20.0;3516.0;1302.0;1282.0;12.06.2021 14:00
4741.0;0.0;4220.0;521.0;521.0;12.06.2021 15:00
3039.0;5.0;2067.0;977.0;972.0;12.06.2021 16:00
2106.0;110.0;1066.0;1150.0;1040.0;12.06.2021 17:00
1178.0;174.0;358.0;994.0;820.0;12.06.2021 18:00
250.0;138.0;30.0;358.0;220.0;12.06.2021 19:00
96.0;209.0;2.0;303.0;94.0;12.06.2021 20:00
0.0;347.0;0.0;347.0;0.0;12.06.2021 21:00
;703.0;0.0;703.0;0.0;12.06.2021 22:00
0.0;571.0;0.0;571.0;0.0;12.06.2021 23:00
;232.0;0.0;232.0;0.0;13.06.2021 00:00
;200.0;0.0;200.0;0.0;13.06.2021 01:00
;164.0;0.0;164.0;0.0;13.06.2021 02:00
;161.0;0.0;161.0;0.0;13.06.2021 03:00
;147.0;0.0;147.0;0.0;13.06.2021 04:00
6.0;175.0;0.0;181.0;6.0;13.06.2021 05:00
132.0;20.0;39.0;113.0;93.0;13.06.2021 06:00
313.0;1.0;163.0;151.0;150.0;13.06.2021 07:00
1175.0;0.0;1006.0;169.0;169.0;13.06.2021 08:00
2704.0;0.0;2491.0;213.0;213.0;13.06.2021 09:00
3822.0;1.0;3418.0;405.0;404.0;13.06.2021 10:00
4963.0;0.0;3881.0;1082.0;1082.0;13.06.2021 11:00
5291.0;0.0;4407.0;884.0;884.0;13.06.2021 12:00
5214.0;0.0;4782.0;432.0;432.0;13.06.2021 13:00
5421.0;0.0;4377.0;1044.0;1044.0;13.06.2021 14:00
5067.0;0.0;4756.0;311.0;311.0;13.06.2021 15:00
4319.0;0.0;3906.0;413.0;413.0;13.06.2021 16:00
3152.0;0.0;2863.0;289.0;289.0;13.06.2021 17:00
1721.0;0.0;1436.0;285.0;285.0;13.06.2021 18:00
510.0;158.0;226.0;442.0;284.0;13.06.2021 19:00
90.0;220.0;0.0;310.0;90.0;13.06.2021 20:00
0.0;305.0;0.0;305.0;0.0;13.06.2021 21:00
;484.0;0.0;484.0;0.0;13.06.2021 22:00
0.0;275.0;0.0;275.0;0.0;13.06.2021 23:00
;157.0;0.0;157.0;0.0;14.06.2021 00:00
;149.0;0.0;149.0;0.0;14.06.2021 01:00
;167.0;0.0;167.0;0.0;14.06.2021 02:00
;147.0;0.0;147.0;0.0;14.06.2021 03:00
;139.0;0.0;139.0;0.0;14.06.2021 04:00
2.0;153.0;0.0;155.0;2.0;14.06.2021 05:00
115.0;28.0;24.0;119.0;91.0;14.06.2021 06:00
284.0;98.0;70.0;312.0;214.0;14.06.2021 07:00
1164.0;11.0;921.0;254.0;243.0;14.06.2021 08:00
2587.0;0.0;2198.0;389.0;389.0;14.06.2021 09:00
3847.0;0.0;3496.0;351.0;351.0;14.06.2021 10:00
4878.0;0.0;4313.0;565.0;565.0;14.06.2021 11:00
5312.0;0.0;4692.0;620.0;620.0;14.06.2021 12:00
5367.0;0.0;4454.0;913.0;913.0;14.06.2021 13:00
5171.0;0.0;4817.0;354.0;354.0;14.06.2021 14:00
4998.0;0.0;4617.0;381.0;381.0;14.06.2021 15:00
4259.0;0.0;3848.0;411.0;411.0;14.06.2021 16:00
3104.0;0.0;2777.0;327.0;327.0;14.06.2021 17:00
1697.0;0.0;1481.0;216.0;216.0;14.06.2021 18:00
499.0;17.0;305.0;211.0;194.0;14.06.2021 19:00
83.0;153.0;0.0;236.0;83.0;14.06.2021 20:00
0.0;260.0;0.0;260.0;0.0;14.06.2021 21:00
;384.0;0.0;384.0;0.0;14.06.2021 22:00
0.0;298.0;0.0;298.0;0.0;14.06.2021 23:00
;172.0;0.0;172.0;0.0;15.06.2021 00:00
;134.0;0.0;134.0;0.0;15.06.2021 01:00
;212.0;0.0;212.0;0.0;15.06.2021 02:00
;141.0;0.0;141.0;0.0;15.06.2021 03:00
;124.0;0.0;124.0;0.0;15.06.2021 04:00
3.0;159.0;0.0;162.0;3.0;15.06.2021 05:00
113.0;56.0;15.0;154.0;98.0;15.06.2021 06:00
275.0;120.0;103.0;292.0;172.0;15.06.2021 07:00
1147.0;25.0;786.0;386.0;361.0;15.06.2021 08:00
2464.0;1.0;2121.0;344.0;343.0;15.06.2021 09:00
3541.0;0.0;3012.0;529.0;529.0;15.06.2021 10:00
4573.0;0.0;4253.0;320.0;320.0;15.06.2021 11:00
4982.0;0.0;4183.0;799.0;799.0;15.06.2021 12:00
5317.0;0.0;4500.0;817.0;817.0;15.06.2021 13:00
5078.0;0.0;4740.0;338.0;338.0;15.06.2021 14:00
4937.0;0.0;4645.0;292.0;292.0;15.06.2021 15:00
4108.0;0.0;3690.0;418.0;418.0;15.06.2021 16:00
3031.0;0.0;2681.0;350.0;350.0;15.06.2021 17:00
1694.0;9.0;1323.0;380.0;371.0;15.06.2021 18:00
703.0;39.0;405.0;337.0;298.0;15.06.2021 19:00
135.0;121.0;10.0;246.0;125.0;15.06.2021 20:00
0.0;294.0;0.0;294.0;0.0;15.06.2021 21:00
;249.0;0.0;249.0;0.0;15.06.2021 22:00
0.0;293.0;0.0;293.0;0.0;15.06.2021 23:00
;215.0;0.0;215.0;0.0;16.06.2021 00:00
;154.0;0.0;154.0;0.0;16.06.2021 01:00
;151.0;0.0;151.0;0.0;16.06.2021 02:00
;149.0;0.0;149.0;0.0;16.06.2021 03:00
;109.0;0.0;109.0;0.0;16.06.2021 04:00
6.0;171.0;0.0;177.0;6.0;16.06.2021 05:00
182.0;12.0;55.0;139.0;127.0;16.06.2021 06:00
397.0;99.0;182.0;314.0;215.0;16.06.2021 07:00
1146.0;30.0;832.0;344.0;314.0;16.06.2021 08:00
2263.0;13.0;1809.0;467.0;454.0;16.06.2021 09:00
3547.0;3.0;3016.0;534.0;531.0;16.06.2021 10:00
4526.0;0.0;3858.0;668.0;668.0;16.06.2021 11:00
4986.0;0.0;4588.0;398.0;398.0;16.06.2021 12:00
5291.0;0.0;4237.0;1054.0;1054.0;16.06.2021 13:00
4933.0;0.0;4588.0;345.0;345.0;16.06.2021 14:00
3815.0;0.0;3519.0;296.0;296.0;16.06.2021 15:00
3769.0;0.0;3415.0;354.0;354.0;16.06.2021 16:00
2623.0;1.0;2276.0;348.0;347.0;16.06.2021 17:00
1704.0;1.0;1335.0;370.0;369.0;16.06.2021 18:00
650.0;0.0;335.0;315.0;315.0;16.06.2021 19:00
191.0;129.0;20.0;300.0;171.0;16.06.2021 20:00
0.0;317.0;0.0;317.0;0.0;16.06.2021 21:00
;240.0;0.0;240.0;0.0;16.06.2021 22:00
0.0;260.0;0.0;260.0;0.0;16.06.2021 23:00
;226.0;0.0;226.0;0.0;17.06.2021 00:00
;176.0;0.0;176.0;0.0;17.06.2021 01:00
;159.0;0.0;159.0;0.0;17.06.2021 02:00
;160.0;0.0;160.0;0.0;17.06.2021 03:00
0.0;124.0;0.0;124.0;0.0;17.06.2021 04:00
14.0;168.0;0.0;182.0;14.0;17.06.2021 05:00
142.0;22.0;32.0;132.0;110.0;17.06.2021 06:00
300.0;83.0;88.0;295.0;212.0;17.06.2021 07:00
1123.0;14.0;843.0;294.0;280.0;17.06.2021 08:00
2444.0;0.0;1714.0;730.0;730.0;17.06.2021 09:00
3639.0;0.0;2692.0;947.0;947.0;17.06.2021 10:00
4549.0;0.0;4159.0;390.0;390.0;17.06.2021 11:00
5120.0;0.0;4782.0;338.0;338.0;17.06.2021 12:00
5257.0;0.0;4074.0;1183.0;1183.0;17.06.2021 13:00
5222.0;1.0;4105.0;1118.0;1117.0;17.06.2021 14:00
4867.0;0.0;4434.0;433.0;433.0;17.06.2021 15:00
3770.0;0.0;3365.0;405.0;405.0;17.06.2021 16:00
2889.0;0.0;2562.0;327.0;327.0;17.06.2021 17:00
1427.0;0.0;1169.0;258.0;258.0;17.06.2021 18:00
400.0;3.0;175.0;228.0;225.0;17.06.2021 19:00
149.0;384.0;12.0;521.0;137.0;17.06.2021 20:00
0.0;816.0;0.0;816.0;0.0;17.06.2021 21:00
;342.0;0.0;342.0;0.0;17.06.2021 22:00
0.0;305.0;0.0;305.0;0.0;17.06.2021 23:00
;169.0;0.0;169.0;0.0;18.06.2021 00:00
;151.0;0.0;151.0;0.0;18.06.2021 01:00
;151.0;0.0;151.0;0.0;18.06.2021 02:00
;121.0;0.0;121.0;0.0;18.06.2021 03:00
;165.0;0.0;165.0;0.0;18.06.2021 04:00
0.0;152.0;0.0;152.0;0.0;18.06.2021 05:00
140.0;35.0;34.0;141.0;106.0;18.06.2021 06:00
338.0;61.0;141.0;258.0;197.0;18.06.2021 07:00
1094.0;71.0;851.0;314.0;243.0;18.06.2021 08:00
2326.0;0.0;1991.0;335.0;335.0;18.06.2021 09:00
3460.0;0.0;3105.0;355.0;355.0;18.06.2021 10:00
4556.0;0.0;4262.0;294.0;294.0;18.06.2021 11:00
5133.0;0.0;4650.0;483.0;483.0;18.06.2021 12:00
5166.0;0.0;4290.0;876.0;876.0;18.06.2021 13:00
5066.0;0.0;4687.0;379.0;379.0;18.06.2021 14:00
4430.0;0.0;4076.0;354.0;354.0;18.06.2021 15:00
3628.0;0.0;3292.0;336.0;336.0;18.06.2021 16:00
2620.0;3.0;2061.0;562.0;559.0;18.06.2021 17:00
1556.0;60.0;1066.0;550.0;490.0;18.06.2021 18:00
161.0;70.0;10.0;221.0;151.0;18.06.2021 19:00
138.0;62.0;8.0;192.0;130.0;18.06.2021 20:00
0.0;258.0;0.0;258.0;0.0;18.06.2021 21:00
;312.0;0.0;312.0;0.0;18.06.2021 22:00
0.0;248.0;0.0;248.0;0.0;18.06.2021 23:00
;199.0;0.0;199.0;0.0;19.06.2021 00:00
;143.0;0.0;143.0;0.0;19.06.2021 01:00
;135.0;0.0;135.0;0.0;19.06.2021 02:00
;174.0;0.0;174.0;0.0;19.06.2021 03:00
;145.0;0.0;145.0;0.0;19.06.2021 04:00
0.0;167.0;0.0;167.0;0.0;19.06.2021 05:00
92.0;60.0;3.0;149.0;89.0;19.06.2021 06:00
385.0;1.0;237.0;149.0;148.0;19.06.2021 07:00
1126.0;17.0;843.0;300.0;283.0;19.06.2021 08:00
2386.0;0.0;2115.0;271.0;271.0;19.06.2021 09:00
3511.0;0.0;3273.0;238.0;238.0;19.06.2021 10:00
4466.0;0.0;4091.0;375.0;375.0;19.06.2021 11:00
5057.0;0.0;4742.0;315.0;315.0;19.06.2021 12:00
5097.0;0.0;4576.0;521.0;521.0;19.06.2021 13:00
2690.0;0.0;2031.0;659.0;659.0;19.06.2021 14:00
4700.0;0.0;3776.0;924.0;924.0;19.06.2021 15:00
3791.0;5.0;3025.0;771.0;766.0;19.06.2021 16:00
