Consumption_A,Consumption_B,Consumption_C,Production_A,Production_B,Production_C,is_weekend,Date,Time
222.0,222.0,99.0,0.0,0.0,0,0,2021-06-01,0
142.0,142.0,73.0,0.0,0.0,0,0,2021-06-01,1
148.0,148.0,73.0,0.0,0.0,0,0,2021-06-01,2
159.0,159.0,70.0,0.0,0.0,0,0,2021-06-01,3
123.0,123.0,72.0,0.0,0.0,0,0,2021-06-01,4
156.0,156.0,86.0,0.0,0.0,0,0,2021-06-01,5
190.0,190.0,60.0,114.0,91.0,0,0,2021-06-01,6
283.0,283.0,79.0,314.0,251.0,0,0,2021-06-01,7
210.0,210.0,129.0,1270.0,1016.0,0,0,2021-06-01,8
269.0,269.0,178.0,2697.0,2157.0,0,0,2021-06-01,9
393.0,393.0,185.0,4018.0,3214.0,0,0,2021-06-01,10
385.0,385.0,144.0,4996.0,3996.0,0,0,2021-06-01,11
415.0,415.0,133.0,5235.0,4188.0,0,0,2021-06-01,12
1148.0,1148.0,388.0,5393.0,4314.0,0,0,2021-06-01,13
343.0,343.0,218.0,5173.0,4138.0,0,0,2021-06-01,14
408.0,408.0,454.0,5114.0,4091.0,0,0,2021-06-01,15
423.0,423.0,401.0,4391.0,3512.0,0,0,2021-06-01,16
307.0,307.0,234.0,3147.0,2517.0,0,0,2021-06-01,17
231.0,231.0,123.0,1678.0,1342.0,0,0,2021-06-01,18
254.0,254.0,135.0,482.0,385.0,0,0,2021-06-01,19
326.0,326.0,134.0,76.0,60.0,0,0,2021-06-01,20
337.0,337.0,185.0,0.0,0.0,0,0,2021-06-01,21
318.0,318.0,156.0,0.0,0.0,0,0,2021-06-01,22
249.0,249.0,156.0,0.0,0.0,0,0,2021-06-01,23
227.0,173.0,180.0,0.0,0.0,0,0,2021-06-02,0
166.0,145.0,76.0,0.0,0.0,0,0,2021-06-02,1
141.0,143.0,80.0,0.0,0.0,0,0,2021-06-02,2
145.0,172.0,66.0,0.0,0.0,0,0,2021-06-02,3
172.0,127.0,69.0,0.0,0.0,0,0,2021-06-02,4
165.0,158.0,93.0,1.0,0.0,0,0,2021-06-02,5
306.0,128.0,62.0,112.0,89.0,0,0,2021-06-02,6
1274.0,297.0,137.0,305.0,244.0,0,0,2021-06-02,7
412.0,257.0,209.0,1255.0,1004.0,0,0,2021-06-02,8
309.0,282.0,313.0,2701.0,2160.0,0,0,2021-06-02,9
343.0,1023.0,324.0,3942.0,3153.0,0,0,2021-06-02,10
458.0,957.0,432.0,4920.0,3936.0,0,0,2021-06-02,11
389.0,671.0,489.0,5204.0,4163.0,0,0,2021-06-02,12
421.0,1260.0,140.0,5215.0,4172.0,0,0,2021-06-02,13
1060.0,343.0,164.0,5379.0,4303.0,0,0,2021-06-02,14
409.0,301.0,141.0,4996.0,3996.0,0,0,2021-06-02,15
391.0,341.0,191.0,4286.0,3428.0,0,0,2021-06-02,16
300.0,287.0,261.0,3057.0,2445.0,0,0,2021-06-02,17
210.0,338.0,665.0,1633.0,1306.0,0,0,2021-06-02,18
200.0,229.0,127.0,458.0,366.0,0,0,2021-06-02,19
265.0,286.0,165.0,79.0,63.0,0,0,2021-06-02,20
329.0,345.0,166.0,0.0,0.0,0,0,2021-06-02,21
270.0,260.0,167.0,0.0,0.0,0,0,2021-06-02,22
289.0,219.0,129.0,0.0,0.0,0,0,2021-06-02,23
198.0,165.0,84.0,0.0,0.0,0,0,2021-06-03,0
146.0,140.0,75.0,0.0,0.0,0,0,2021-06-03,1
146.0,179.0,75.0,0.0,0.0,0,0,2021-06-03,2
140.0,144.0,60.0,0.0,0.0,0,0,2021-06-03,3
145.0,127.0,82.0,0.0,0.0,0,0,2021-06-03,4
172.0,174.0,76.0,0.0,0.0,0,0,2021-06-03,5
121.0,130.0,70.0,150.0,120.0,0,0,2021-06-03,6
159.0,259.0,129.0,486.0,388.0,0,0,2021-06-03,7
258.0,304.0,157.0,1683.0,1346.0,0,0,2021-06-03,8
356.0,458.0,167.0,1713.0,1370.0,0,0,2021-06-03,9
370.0,554.0,177.0,2427.0,1941.0,0,0,2021-06-03,10
289.0,320.0,147.0,4420.0,3536.0,0,0,2021-06-03,11
266.0,763.0,241.0,5099.0,4079.0,0,0,2021-06-03,12
776.0,1006.0,438.0,2048.0,1638.0,0,0,2021-06-03,13
437.0,362.0,189.0,1830.0,1464.0,0,0,2021-06-03,14
908.0,354.0,177.0,4486.0,3588.0,0,0,2021-06-03,15
802.0,381.0,168.0,3000.0,2400.0,0,0,2021-06-03,16
468.0,313.0,281.0,2840.0,2272.0,0,0,2021-06-03,17
246.0,271.0,275.0,841.0,672.0,0,0,2021-06-03,18
270.0,326.0,110.0,426.0,340.0,0,0,2021-06-03,19
269.0,259.0,96.0,65.0,52.0,0,0,2021-06-03,20
370.0,262.0,129.0,0.0,0.0,0,0,2021-06-03,21
313.0,272.0,156.0,0.0,0.0,0,0,2021-06-03,22
313.0,232.0,124.0,0.0,0.0,0,0,2021-06-03,23
299.0,229.0,119.0,0.0,0.0,0,0,2021-06-04,0
163.0,147.0,84.0,0.0,0.0,0,0,2021-06-04,1
154.0,136.0,73.0,0.0,0.0,0,0,2021-06-04,2
216.0,174.0,96.0,0.0,0.0,0,0,2021-06-04,3
131.0,129.0,71.0,0.0,0.0,0,0,2021-06-04,4
163.0,167.0,84.0,5.0,4.0,0,0,2021-06-04,5
153.0,157.0,107.0,216.0,172.0,0,0,2021-06-04,6
245.0,291.0,182.0,330.0,264.0,0,0,2021-06-04,7
208.0,801.0,178.0,818.0,654.0,0,0,2021-06-04,8
339.0,740.0,183.0,1132.0,905.0,0,0,2021-06-04,9
273.0,273.0,144.0,2016.0,1612.0,0,0,2021-06-04,10
783.0,270.0,659.0,4781.0,3824.0,0,0,2021-06-04,11
491.0,325.0,173.0,5243.0,4194.0,0,0,2021-06-04,12
402.0,472.0,390.0,3548.0,2838.0,0,0,2021-06-04,13
773.0,341.0,394.0,336.0,268.0,0,0,2021-06-04,14
390.0,258.0,467.0,456.0,364.0,0,0,2021-06-04,15
296.0,248.0,167.0,658.0,526.0,0,0,2021-06-04,16
278.0,358.0,141.0,790.0,632.0,0,0,2021-06-04,17
282.0,418.0,115.0,1069.0,855.0,0,0,2021-06-04,18
535.0,317.0,91.0,677.0,541.0,0,0,2021-06-04,19
464.0,312.0,154.0,101.0,80.0,0,0,2021-06-04,20
241.0,242.0,156.0,0.0,0.0,0,0,2021-06-04,21
649.0,282.0,143.0,0.0,0.0,0,0,2021-06-04,22
301.0,337.0,164.0,0.0,0.0,0,0,2021-06-04,23
179.0,206.0,97.0,0.0,0.0,0,1,2021-06-05,0
149.0,138.0,82.0,0.0,0.0,0,1,2021-06-05,1
141.0,138.0,70.0,0.0,0.0,0,1,2021-06-05,2
188.0,179.0,74.0,0.0,0.0,0,1,2021-06-05,3
122.0,141.0,75.0,0.0,0.0,0,1,2021-06-05,4
136.0,160.0,77.0,77.0,61.0,0,1,2021-06-05,5
147.0,162.0,68.0,79.0,63.0,0,1,2021-06-05,6
146.0,147.0,75.0,417.0,333.0,0,1,2021-06-05,7
312.0,162.0,85.0,1441.0,1152.0,0,1,2021-06-05,8
251.0,752.0,274.0,2230.0,1784.0,0,1,2021-06-05,9
367.0,1107.0,183.0,1847.0,1477.0,0,1,2021-06-05,10
287.0,987.0,138.0,1633.0,1306.0,0,1,2021-06-05,11
299.0,296.0,158.0,2389.0,1911.0,0,1,2021-06-05,12
988.0,1065.0,580.0,1811.0,1448.0,0,1,2021-06-05,13
358.0,281.0,435.0,4006.0,3204.0,0,1,2021-06-05,14
621.0,287.0,477.0,2198.0,1758.0,0,1,2021-06-05,15
821.0,456.0,239.0,445.0,356.0,0,1,2021-06-05,16
374.0,303.0,150.0,373.0,298.0,0,1,2021-06-05,17
315.0,276.0,140.0,409.0,327.0,0,1,2021-06-05,18
350.0,219.0,131.0,521.0,416.0,0,1,2021-06-05,19
399.0,294.0,151.0,156.0,124.0,0,1,2021-06-05,20
263.0,322.0,201.0,0.0,0.0,0,1,2021-06-05,21
260.0,344.0,233.0,0.0,0.0,0,1,2021-06-05,22
268.0,292.0,127.0,0.0,0.0,0,1,2021-06-05,23
315.0,179.0,157.0,0.0,0.0,0,1,2021-06-06,0
151.0,149.0,75.0,0.0,0.0,0,1,2021-06-06,1
147.0,141.0,73.0,0.0,0.0,0,1,2021-06-06,2
148.0,188.0,74.0,0.0,0.0,0,1,2021-06-06,3
139.0,122.0,69.0,0.0,0.0,0,1,2021-06-06,4
174.0,136.0,87.0,0.0,0.0,0,1,2021-06-06,5
129.0,147.0,64.0,31.0,24.0,0,1,2021-06-06,6
131.0,146.0,65.0,114.0,91.0,0,1,2021-06-06,7
297.0,312.0,148.0,156.0,124.0,0,1,2021-06-06,8
266.0,251.0,133.0,179.0,143.0,0,1,2021-06-06,9
327.0,367.0,163.0,293.0,234.0,0,1,2021-06-06,10
254.0,287.0,127.0,552.0,441.0,0,1,2021-06-06,11
414.0,299.0,207.0,556.0,444.0,0,1,2021-06-06,12
1474.0,988.0,737.0,668.0,534.0,0,1,2021-06-06,13
402.0,358.0,201.0,954.0,763.0,0,1,2021-06-06,14
290.0,621.0,145.0,762.0,609.0,0,1,2021-06-06,15
323.0,821.0,161.0,424.0,339.0,0,1,2021-06-06,16
262.0,374.0,131.0,295.0,236.0,0,1,2021-06-06,17
208.0,315.0,104.0,545.0,436.0,0,1,2021-06-06,18
236.0,350.0,118.0,161.0,128.0,0,1,2021-06-06,19
440.0,399.0,220.0,50.0,40.0,0,1,2021-06-06,20
559.0,263.0,279.0,0.0,0.0,0,1,2021-06-06,21
499.0,260.0,249.0,0.0,0.0,0,1,2021-06-06,22
357.0,268.0,178.0,0.0,0.0,0,1,2021-06-06,23
229.0,299.0,86.0,0.0,0.0,0,0,2021-06-07,0
147.0,163.0,67.0,0.0,0.0,0,0,2021-06-07,1
136.0,154.0,106.0,0.0,0.0,0,0,2021-06-07,2
174.0,216.0,70.0,0.0,0.0,0,0,2021-06-07,3
129.0,131.0,62.0,0.0,0.0,0,0,2021-06-07,4
167.0,163.0,81.0,0.0,0.0,0,0,2021-06-07,5
157.0,153.0,77.0,1.0,0.0,0,0,2021-06-07,6
291.0,245.0,146.0,152.0,121.0,0,0,2021-06-07,7
801.0,208.0,193.0,189.0,151.0,0,0,2021-06-07,8
740.0,339.0,172.0,483.0,386.0,0,0,2021-06-07,9
273.0,273.0,264.0,775.0,620.0,0,0,2021-06-07,10
270.0,783.0,160.0,821.0,656.0,0,0,2021-06-07,11
325.0,491.0,399.0,1036.0,828.0,0,0,2021-06-07,12
472.0,402.0,408.0,1217.0,973.0,0,0,2021-06-07,13
341.0,773.0,169.0,1079.0,863.0,0,0,2021-06-07,14
258.0,390.0,146.0,1264.0,1011.0,0,0,2021-06-07,15
248.0,296.0,209.0,1843.0,1474.0,0,0,2021-06-07,16
358.0,278.0,175.0,989.0,791.0,0,0,2021-06-07,17
418.0,282.0,190.0,1114.0,891.0,0,0,2021-06-07,18
317.0,535.0,168.0,395.0,316.0,0,0,2021-06-07,19
312.0,464.0,123.0,14.0,11.0,0,0,2021-06-07,20
242.0,241.0,147.0,0.0,0.0,0,0,2021-06-07,21
282.0,649.0,124.0,0.0,0.0,0,0,2021-06-07,22
337.0,301.0,146.0,0.0,0.0,0,0,2021-06-07,23
192.0,192.0,78.0,0.0,0.0,0,0,2021-06-08,0
171.0,171.0,74.0,0.0,0.0,0,0,2021-06-08,1
141.0,141.0,83.0,0.0,0.0,0,0,2021-06-08,2
178.0,178.0,73.0,0.0,0.0,0,0,2021-06-08,3
143.0,143.0,69.0,0.0,0.0,0,0,2021-06-08,4
156.0,156.0,77.0,0.0,0.0,0,0,2021-06-08,5
142.0,142.0,59.0,69.0,55.0,0,0,2021-06-08,6
301.0,301.0,156.0,259.0,207.0,0,0,2021-06-08,7
339.0,339.0,127.0,484.0,387.0,0,0,2021-06-08,8
356.0,356.0,194.0,895.0,716.0,0,0,2021-06-08,9
256.0,256.0,175.0,1672.0,1337.0,0,0,2021-06-08,10
385.0,385.0,282.0,2216.0,1772.0,0,0,2021-06-08,11
398.0,398.0,310.0,3268.0,2614.0,0,0,2021-06-08,12
1164.0,1164.0,456.0,4007.0,3205.0,0,0,2021-06-08,13
313.0,313.0,177.0,4323.0,3458.0,0,0,2021-06-08,14
214.0,214.0,190.0,3281.0,2624.0,0,0,2021-06-08,15
268.0,268.0,205.0,3712.0,2969.0,0,0,2021-06-08,16
435.0,435.0,163.0,2808.0,2246.0,0,0,2021-06-08,17
571.0,571.0,108.0,914.0,731.0,0,0,2021-06-08,18
768.0,768.0,105.0,45.0,36.0,0,0,2021-06-08,19
370.0,370.0,118.0,0.0,0.0,0,0,2021-06-08,20
373.0,373.0,130.0,0.0,0.0,0,0,2021-06-08,21
605.0,605.0,192.0,0.0,0.0,0,0,2021-06-08,22
742.0,742.0,149.0,0.0,0.0,0,0,2021-06-08,23
361.0,226.0,92.0,0.0,0.0,0,0,2021-06-09,0
152.0,176.0,79.0,0.0,0.0,0,0,2021-06-09,1
161.0,159.0,86.0,0.0,0.0,0,0,2021-06-09,2
133.0,160.0,72.0,0.0,0.0,0,0,2021-06-09,3
138.0,124.0,66.0,0.0,0.0,0,0,2021-06-09,4
187.0,182.0,94.0,0.0,0.0,0,0,2021-06-09,5
125.0,132.0,78.0,66.0,52.0,0,0,2021-06-09,6
275.0,295.0,163.0,468.0,374.0,0,0,2021-06-09,7
419.0,294.0,337.0,1000.0,800.0,0,0,2021-06-09,8
626.0,730.0,195.0,2673.0,2138.0,0,0,2021-06-09,9
649.0,947.0,428.0,2772.0,2217.0,0,0,2021-06-09,10
864.0,390.0,390.0,4686.0,3748.0,0,0,2021-06-09,11
979.0,338.0,248.0,4044.0,3235.0,0,0,2021-06-09,12
281.0,1183.0,473.0,2318.0,1854.0,0,0,2021-06-09,13
328.0,1118.0,159.0,2944.0,2355.0,0,0,2021-06-09,14
282.0,433.0,178.0,934.0,747.0,0,0,2021-06-09,15
383.0,405.0,187.0,642.0,513.0,0,0,2021-06-09,16
523.0,327.0,110.0,843.0,674.0,0,0,2021-06-09,17
1330.0,258.0,130.0,967.0,773.0,0,0,2021-06-09,18
254.0,228.0,178.0,667.0,533.0,0,0,2021-06-09,19
331.0,521.0,151.0,65.0,52.0,0,0,2021-06-09,20
333.0,816.0,168.0,0.0,0.0,0,0,2021-06-09,21
335.0,342.0,166.0,0.0,0.0,0,0,2021-06-09,22
259.0,305.0,170.0,0.0,0.0,0,0,2021-06-09,23
173.0,227.0,75.0,0.0,0.0,0,0,2021-06-10,0
145.0,166.0,80.0,0.0,0.0,0,0,2021-06-10,1
143.0,141.0,85.0,0.0,0.0,0,0,2021-06-10,2
172.0,145.0,74.0,0.0,0.0,0,0,2021-06-10,3
127.0,172.0,74.0,0.0,0.0,0,0,2021-06-10,4
158.0,165.0,81.0,0.0,0.0,0,0,2021-06-10,5
128.0,306.0,89.0,182.0,145.0,0,0,2021-06-10,6
297.0,1274.0,184.0,472.0,377.0,0,0,2021-06-10,7
257.0,412.0,146.0,1182.0,945.0,0,0,2021-06-10,8
282.0,309.0,167.0,2663.0,2130.0,0,0,2021-06-10,9
1023.0,343.0,165.0,3480.0,2784.0,0,0,2021-06-10,10
957.0,458.0,192.0,4579.0,3663.0,0,0,2021-06-10,11
671.0,389.0,159.0,5062.0,4049.0,0,0,2021-06-10,12
1260.0,421.0,293.0,4718.0,3774.0,0,0,2021-06-10,13
343.0,1060.0,181.0,2810.0,2248.0,0,0,2021-06-10,14
301.0,409.0,211.0,1660.0,1328.0,0,0,2021-06-10,15
341.0,391.0,207.0,3038.0,2430.0,0,0,2021-06-10,16
287.0,300.0,182.0,2649.0,2119.0,0,0,2021-06-10,17
338.0,210.0,167.0,1370.0,1096.0,0,0,2021-06-10,18
229.0,200.0,114.0,728.0,582.0,0,0,2021-06-10,19
286.0,265.0,130.0,245.0,196.0,0,0,2021-06-10,20
345.0,329.0,169.0,0.0,0.0,0,0,2021-06-10,21
260.0,270.0,175.0,0.0,0.0,0,0,2021-06-10,22
219.0,289.0,99.0,0.0,0.0,0,0,2021-06-10,23
165.0,192.0,111.0,0.0,0.0,0,0,2021-06-11,0
140.0,150.0,71.0,0.0,0.0,0,0,2021-06-11,1
179.0,163.0,74.0,0.0,0.0,0,0,2021-06-11,2
144.0,150.0,79.0,0.0,0.0,0,0,2021-06-11,3
127.0,146.0,61.0,0.0,0.0,0,0,2021-06-11,4
174.0,179.0,78.0,13.0,10.0,0,0,2021-06-11,5
130.0,182.0,95.0,192.0,153.0,0,0,2021-06-11,6
259.0,262.0,141.0,447.0,357.0,0,0,2021-06-11,7
304.0,350.0,105.0,1218.0,974.0,0,0,2021-06-11,8
458.0,396.0,134.0,2491.0,1992.0,0,0,2021-06-11,9
554.0,396.0,196.0,3678.0,2942.0,0,0,2021-06-11,10
320.0,335.0,192.0,4732.0,3785.0,0,0,2021-06-11,11
763.0,629.0,207.0,5279.0,4223.0,0,0,2021-06-11,12
1006.0,1370.0,574.0,5405.0,4324.0,0,0,2021-06-11,13
362.0,419.0,171.0,4919.0,3935.0,0,0,2021-06-11,14
354.0,355.0,204.0,4520.0,3616.0,0,0,2021-06-11,15
381.0,1193.0,211.0,4437.0,3549.0,0,0,2021-06-11,16
313.0,1343.0,153.0,2768.0,2214.0,0,0,2021-06-11,17
271.0,1235.0,115.0,1595.0,1276.0,0,0,2021-06-11,18
326.0,357.0,127.0,515.0,412.0,0,0,2021-06-11,19
259.0,528.0,163.0,103.0,82.0,0,0,2021-06-11,20
262.0,537.0,168.0,0.0,0.0,0,0,2021-06-11,21
272.0,309.0,159.0,0.0,0.0,0,0,2021-06-11,22
232.0,303.0,124.0,0.0,0.0,0,0,2021-06-11,23
217.0,175.0,89.0,0.0,0.0,0,1,2021-06-12,0
154.0,173.0,74.0,0.0,0.0,0,1,2021-06-12,1
145.0,147.0,70.0,0.0,0.0,0,1,2021-06-12,2
156.0,135.0,94.0,0.0,0.0,0,1,2021-06-12,3
131.0,156.0,61.0,0.0,0.0,0,1,2021-06-12,4
185.0,168.0,68.0,0.0,0.0,0,1,2021-06-12,5
136.0,134.0,73.0,188.0,150.0,0,1,2021-06-12,6
139.0,154.0,73.0,577.0,461.0,0,1,2021-06-12,7
291.0,299.0,156.0,1215.0,972.0,0,1,2021-06-12,8
354.0,304.0,125.0,2217.0,1773.0,0,1,2021-06-12,9
674.0,357.0,183.0,3391.0,2712.0,0,1,2021-06-12,10
481.0,316.0,143.0,4235.0,3388.0,0,1,2021-06-12,11
340.0,555.0,149.0,4958.0,3966.0,0,1,2021-06-12,12
747.0,561.0,494.0,4807.0,3845.0,0,1,2021-06-12,13
1302.0,372.0,179.0,4798.0,3838.0,0,1,2021-06-12,14
521.0,326.0,310.0,4741.0,3792.0,0,1,2021-06-12,15
977.0,369.0,410.0,3039.0,2431.0,0,1,2021-06-12,16
1150.0,272.0,187.0,2106.0,1684.0,0,1,2021-06-12,17
994.0,302.0,157.0,1178.0,942.0,0,1,2021-06-12,18
358.0,288.0,175.0,250.0,200.0,0,1,2021-06-12,19
303.0,253.0,199.0,96.0,76.0,0,1,2021-06-12,20
347.0,364.0,131.0,0.0,0.0,0,1,2021-06-12,21
703.0,568.0,130.0,0.0,0.0,0,1,2021-06-12,22
571.0,369.0,134.0,0.0,0.0,0,1,2021-06-12,23
232.0,232.0,116.0,0.0,0.0,0,1,2021-06-13,0
200.0,200.0,100.0,0.0,0.0,0,1,2021-06-13,1
164.0,164.0,82.0,0.0,0.0,0,1,2021-06-13,2
161.0,161.0,80.0,0.0,0.0,0,1,2021-06-13,3
147.0,147.0,73.0,0.0,0.0,0,1,2021-06-13,4
181.0,181.0,90.0,6.0,4.0,0,1,2021-06-13,5
113.0,113.0,56.0,132.0,105.0,0,1,2021-06-13,6
151.0,151.0,75.0,313.0,250.0,0,1,2021-06-13,7
169.0,169.0,84.0,1175.0,940.0,0,1,2021-06-13,8
213.0,213.0,106.0,2704.0,2163.0,0,1,2021-06-13,9
405.0,405.0,202.0,3822.0,3057.0,0,1,2021-06-13,10
1082.0,1082.0,541.0,4963.0,3970.0,0,1,2021-06-13,11
884.0,884.0,442.0,5291.0,4232.0,0,1,2021-06-13,12
432.0,432.0,216.0,5214.0,4171.0,0,1,2021-06-13,13
1044.0,1044.0,522.0,5421.0,4336.0,0,1,2021-06-13,14
311.0,311.0,155.0,5067.0,4053.0,0,1,2021-06-13,15
413.0,413.0,206.0,4319.0,3455.0,0,1,2021-06-13,16
289.0,289.0,144.0,3152.0,2521.0,0,1,2021-06-13,17
285.0,285.0,142.0,1721.0,1376.0,0,1,2021-06-13,18
442.0,442.0,221.0,510.0,408.0,0,1,2021-06-13,19
310.0,310.0,155.0,90.0,72.0,0,1,2021-06-13,20
305.0,305.0,152.0,0.0,0.0,0,1,2021-06-13,21
484.0,484.0,242.0,0.0,0.0,0,1,2021-06-13,22
275.0,275.0,137.0,0.0,0.0,0,1,2021-06-13,23
157.0,151.0,66.0,0.0,0.0,0,0,2021-06-14,0
149.0,160.0,85.0,0.0,0.0,0,0,2021-06-14,1
167.0,171.0,86.0,0.0,0.0,0,0,2021-06-14,2
147.0,149.0,76.0,0.0,0.0,0,0,2021-06-14,3
139.0,149.0,72.0,0.0,0.0,0,0,2021-06-14,4
155.0,163.0,82.0,2.0,1.0,0,0,2021-06-14,5
119.0,179.0,77.0,115.0,92.0,0,0,2021-06-14,6
312.0,369.0,131.0,284.0,227.0,0,0,2021-06-14,7
254.0,292.0,172.0,1164.0,931.0,0,0,2021-06-14,8
389.0,335.0,183.0,2587.0,2069.0,0,0,2021-06-14,9
351.0,330.0,161.0,3847.0,3077.0,0,0,2021-06-14,10
565.0,385.0,177.0,4878.0,3902.0,0,0,2021-06-14,11
620.0,318.0,165.0,5312.0,4249.0,0,0,2021-06-14,12
913.0,587.0,195.0,5367.0,4293.0,0,0,2021-06-14,13
354.0,362.0,114.0,5171.0,4136.0,0,0,2021-06-14,14
381.0,422.0,144.0,4998.0,3998.0,0,0,2021-06-14,15
411.0,415.0,234.0,4259.0,3407.0,0,0,2021-06-14,16
327.0,364.0,144.0,3104.0,2483.0,0,0,2021-06-14,17
216.0,335.0,391.0,1697.0,1357.0,0,0,2021-06-14,18
211.0,229.0,484.0,499.0,399.0,0,0,2021-06-14,19
236.0,260.0,144.0,83.0,66.0,0,0,2021-06-14,20
260.0,338.0,171.0,0.0,0.0,0,0,2021-06-14,21
384.0,351.0,187.0,0.0,0.0,0,0,2021-06-14,22
298.0,198.0,167.0,0.0,0.0,0,0,2021-06-14,23
172.0,175.0,96.0,0.0,0.0,0,0,2021-06-15,0
134.0,155.0,75.0,0.0,0.0,0,0,2021-06-15,1
212.0,151.0,81.0,0.0,0.0,0,0,2021-06-15,2
141.0,152.0,75.0,0.0,0.0,0,0,2021-06-15,3
124.0,134.0,73.0,0.0,0.0,0,0,2021-06-15,4
162.0,166.0,89.0,3.0,2.0,0,0,2021-06-15,5
154.0,208.0,91.0,113.0,90.0,0,0,2021-06-15,6
292.0,315.0,131.0,275.0,220.0,0,0,2021-06-15,7
386.0,336.0,175.0,1147.0,917.0,0,0,2021-06-15,8
344.0,362.0,198.0,2464.0,1971.0,0,0,2021-06-15,9
529.0,312.0,198.0,3541.0,2832.0,0,0,2021-06-15,10
320.0,342.0,167.0,4573.0,3658.0,0,0,2021-06-15,11
799.0,310.0,314.0,4982.0,3985.0,0,0,2021-06-15,12
817.0,274.0,685.0,5317.0,4253.0,0,0,2021-06-15,13
338.0,243.0,209.0,5078.0,4062.0,0,0,2021-06-15,14
292.0,209.0,177.0,4937.0,3949.0,0,0,2021-06-15,15
418.0,753.0,596.0,4108.0,3286.0,0,0,2021-06-15,16
350.0,422.0,671.0,3031.0,2424.0,0,0,2021-06-15,17
380.0,455.0,617.0,1694.0,1355.0,0,0,2021-06-15,18
337.0,324.0,178.0,703.0,562.0,0,0,2021-06-15,19
246.0,258.0,264.0,135.0,108.0,0,0,2021-06-15,20
294.0,334.0,268.0,0.0,0.0,0,0,2021-06-15,21
249.0,406.0,154.0,0.0,0.0,0,0,2021-06-15,22
293.0,344.0,151.0,0.0,0.0,0,0,2021-06-15,23
215.0,220.0,149.0,0.0,0.0,0,0,2021-06-16,0
154.0,166.0,81.0,0.0,0.0,0,0,2021-06-16,1
151.0,165.0,77.0,0.0,0.0,0,0,2021-06-16,2
149.0,166.0,108.0,0.0,0.0,0,0,2021-06-16,3
109.0,143.0,65.0,0.0,0.0,0,0,2021-06-16,4
177.0,207.0,81.0,6.0,4.0,0,0,2021-06-16,5
139.0,150.0,76.0,182.0,145.0,0,0,2021-06-16,6
314.0,344.0,122.0,397.0,317.0,0,0,2021-06-16,7
344.0,292.0,104.0,1146.0,916.0,0,0,2021-06-16,8
467.0,304.0,169.0,2263.0,1810.0,0,0,2021-06-16,9
534.0,251.0,136.0,3547.0,2837.0,0,0,2021-06-16,10
668.0,214.0,391.0,4526.0,3620.0,0,0,2021-06-16,11
398.0,367.0,245.0,4986.0,3988.0,0,0,2021-06-16,12
1054.0,901.0,201.0,5291.0,4232.0,0,0,2021-06-16,13
345.0,442.0,386.0,4933.0,3946.0,0,0,2021-06-16,14
296.0,348.0,195.0,3815.0,3052.0,0,0,2021-06-16,15
354.0,359.0,148.0,3769.0,3015.0,0,0,2021-06-16,16
348.0,301.0,139.0,2623.0,2098.0,0,0,2021-06-16,17
370.0,285.0,141.0,1704.0,1363.0,0,0,2021-06-16,18
315.0,332.0,267.0,650.0,520.0,0,0,2021-06-16,19
300.0,234.0,232.0,191.0,152.0,0,0,2021-06-16,20
317.0,276.0,120.0,0.0,0.0,0,0,2021-06-16,21
240.0,369.0,324.0,0.0,0.0,0,0,2021-06-16,22
260.0,254.0,150.0,0.0,0.0,0,0,2021-06-16,23
226.0,172.0,110.0,0.0,0.0,0,0,2021-06-17,0
176.0,134.0,83.0,0.0,0.0,0,0,2021-06-17,1
159.0,212.0,82.0,0.0,0.0,0,0,2021-06-17,2
160.0,141.0,83.0,0.0,0.0,0,0,2021-06-17,3
124.0,124.0,71.0,0.0,0.0,0,0,2021-06-17,4
182.0,162.0,103.0,14.0,11.0,0,0,2021-06-17,5
132.0,154.0,75.0,142.0,113.0,0,0,2021-06-17,6
295.0,292.0,172.0,300.0,240.0,0,0,2021-06-17,7
294.0,386.0,146.0,1123.0,898.0,0,0,2021-06-17,8
730.0,344.0,152.0,2444.0,1955.0,0,0,2021-06-17,9
947.0,529.0,125.0,3639.0,2911.0,0,0,2021-06-17,10
390.0,320.0,107.0,4549.0,3639.0,0,0,2021-06-17,11
338.0,799.0,183.0,5120.0,4096.0,0,0,2021-06-17,12
1183.0,817.0,450.0,5257.0,4205.0,0,0,2021-06-17,13
1118.0,338.0,221.0,5222.0,4177.0,0,0,2021-06-17,14
433.0,292.0,174.0,4867.0,3893.0,0,0,2021-06-17,15
405.0,418.0,179.0,3770.0,3016.0,0,0,2021-06-17,16
327.0,350.0,150.0,2889.0,2311.0,0,0,2021-06-17,17
258.0,380.0,142.0,1427.0,1141.0,0,0,2021-06-17,18
228.0,337.0,166.0,400.0,320.0,0,0,2021-06-17,19
521.0,246.0,117.0,149.0,119.0,0,0,2021-06-17,20
816.0,294.0,138.0,0.0,0.0,0,0,2021-06-17,21
342.0,249.0,184.0,0.0,0.0,0,0,2021-06-17,22
305.0,293.0,127.0,0.0,0.0,0,0,2021-06-17,23
169.0,238.0,82.0,0.0,0.0,0,0,2021-06-18,0
151.0,168.0,70.0,0.0,0.0,0,0,2021-06-18,1
151.0,147.0,89.0,0.0,0.0,0,0,2021-06-18,2
121.0,193.0,72.0,0.0,0.0,0,0,2021-06-18,3
