-153,-58,-127
-60,-106,-100
-106,-118,-60
-231,-60,-110
-222,-107,-71
-231,-65,-117
-226,-108,-63
-222,-151,-113
-192,-103,-180
-202,-181,-99
-210,-169,-207
-228,-92,-273
-290,-309,-330
-247,-112,-189
-196,-118,-267
-167,-75,-202
-194,-239,-136
-216,-121,-276
-238,-232,-110
-139,-226,-252
-104,-250,-245
-133,-135,-179
-202,-97,-154
-152,-93,-143
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-194,-118,-95
-231,-104,-95
-233,-105,-88
-231,-114,-99
-193,-112,-69
-240,-116,-85
-252,-135,-77
-238,-171,-137
-113,-70,-168
-186,-166,-121
-228,-49,-153
-207,-213,-110
-234,-224,-145
-181,-58,-182
-196,-112,-172
-192,-127,-242
-220,-150,-225
-229,-81,-199
-218,-151,-114
-188,-169,-103
-175,-160,-184
-197,-184,-146
-216,-174,-147
-185,-146,-140
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-227,-124,-122
-223,-129,-68
-238,-110,-98
-247,-117,-89
-232,-102,-65
-260,-114,-95
-143,-118,-139
-209,-130,-167
-213,-136,-101
-244,-121,-151
-205,-82,-199
-247,-203,-155
-222,-239,-122
-197,-59,-147
-169,-170,-107
-190,-167,-135
-213,-98,-147
-214,-58,-157
-229,-92,-158
-113,-242,-203
-189,-97,-170
-190,-93,-219
-116,-96,-147
-216,-108,-145
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-227,-114,-85
-231,-110,-105
-237,-104,-98
-231,-112,-72
-108,-114,-88
-238,-130,-109
-251,-125,-160
-260,-94,-160
-246,-102,-155
-239,-84,-148
-191,-287,-230
-195,-88,-175
-217,-87,-206
-210,-211,-133
-280,-61,-135
-197,-58,-182
-210,-54,-165
-197,-100,-194
-250,-106,-180
-188,-107,-167
-198,-79,-175
-196,-117,-151
-171,-78,-127
-98,-109,-108
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-247,-119,-95
-223,-122,-93
-229,-119,-89
-232,-96,-90
-248,-130,-90
-240,-134,-77
-235,-139,-116
-242,-169,-69
-177,-45,-159
-211,-77,-142
-174,-106,-145
-211,-55,-120
-218,-140,-211
-170,-80,-166
-190,-169,-106
0,-187,-128
-194,-59,-171
-211,-100,-147
-209,-57,-128
-248,-77,-161
-251,-106,-150
-256,-110,-144
-204,-113,-124
-231,-73,-113
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-217,-123,-103
-251,-127,-63
-251,-122,-83
-240,-124,-91
-232,-113,-90
-222,-111,-76
-259,-122,-78
-261,-142,-49
-207,-188,-75
-180,-142,-128
-164,-146,-93
-165,-89,-141
-180,-56,-134
-193,-74,-163
-196,-73,-128
0,-108,-119
-195,-62,-160
-196,-104,-173
-227,-70,-154
-174,-56,-153
-178,-86,-140
-235,-52,-138
-181,-71,-151
-191,-88,-143
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
